Target lang,Transfer lang,Accuracy,Rank,Accuracy level,Word overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
cs,ru,69.43,-1.017235098,0.914000457,0.161485819,1.873754059,2.817960742,-0.689770095,-0.499150064,-1.18661925,0.12696736,-2.104593978,0.023676003,0.5139,0.6162,0.4034,0.1923
cs,no,56.03,0.378754452,0.218026607,0.172351737,1.241510192,2.817960742,-1.12626215,-0.840558589,-1.18661925,0.351250261,0.053878439,-0.058322747,0.7061,0.0002,0.6784,0.0585
cs,es,58.19,-0.185334185,0.646154437,0.224964372,1.136962251,2.817960742,-1.198440542,-1.487610089,-1.18661925,0.626974873,0.354869848,0.229389,0.6134,0.5922,0.5431,0.0821
cs,ko,18.38,1.092509625,-2.949714514,0.117808139,1.089662201,2.817960742,-1.231095815,1.411236708,-1.18661925,0.125571775,0.590200479,0.421851898,0.6825,0.641,0.6216,0.4141
cs,et,52.31,0.705123674,-0.312318741,0.163621065,0.749460668,2.817960742,-1.465966051,0.787207604,-1.18661925,-2.131888365,0.590200479,0.036370543,0.724,0.0002,0.6784,0.0591
cs,pl,65.61,-0.613408078,0.813914965,0.175644586,0.703254081,2.817960742,-1.497866413,0.801097958,-1.18661925,-2.007806538,-2.64109249,-0.091684996,0.5176,0.6162,0.4653,0.0165
cs,nl,57.25,0.033484377,0.519686992,0.147181136,0.504323909,2.817960742,-1.635204937,-0.337975443,-1.18661925,-0.011292319,0.28033711,-0.054598585,0.4721,0.0002,0.4427,0.0373
cs,pt,58.1,-0.070944878,0.584585529,0.21305272,0.525078257,2.817960742,-1.620876435,-1.07504565,-1.18661925,0.468395229,0.387188656,0.101339112,0.4985,0.0002,0.4431,0.0859
cs,la,41.35,0.86538529,-0.799010895,0.014406825,0.338757432,2.817960742,-1.749509647,0.049408809,-1.18661925,-0.498436652,0.053878439,0.036370543,0.724,0.0002,0.6784,0.0454
cs,fr,56.98,0.218492836,0.378308417,0.176247708,0.251315147,2.817960742,-1.809878541,-0.597421851,-1.18661925,0.199710723,0.400393857,0.260192531,0.5761,0.5456,0.4713,0.0489
cs,de,57.21,0.12954998,0.451078002,0.157244512,0.130052999,2.817960742,-1.89359618,0.416645311,-1.18661925,-1.502634885,0.136699067,0.05666859,0.5452,0.5456,0.4728,0.0117
cs,hi,28.54,1.050393749,-2.117708781,0.029844793,0.161022962,2.817960742,-1.872214964,-2.08567128,-1.18661925,0.787088601,0.19748707,0.302754086,0.6133,0.5922,0.5509,0.2958
cs,ca,56.48,0.301296653,0.300840858,0.197327782,0.149517012,2.817960742,-1.880158507,-1.636763242,-1.18661925,0.673252718,0.309924375,0.006486018,0.5322,0.6162,0.4663,0.0632
cs,it,60.22,-0.311785697,0.704718761,0.192308254,0.044203098,2.817960742,-1.952865715,-0.916818639,-1.18661925,0.392027745,0.28033711,0.048156199,0.4904,0.0002,0.4371,0.0391
cs,en,53.43,0.646566728,-0.185851296,0.153168577,0.123949994,2.817960742,-1.897809607,-1.059034404,-1.18661925,0.461127565,0.28033711,0.325018208,0.6173,0.5687,0.5368,0.0583
cs,fi,49.26,0.760956035,-0.453697316,0.125395799,0.034221368,2.817960742,-1.959756957,1.471043869,-1.18661925,0.233110186,0.590200479,0.075119261,0.5549,0.5687,0.4818,0.0882
cs,bg,66.39,-0.798416536,0.865000571,0.089772711,-0.363406583,2.817960742,-2.234273565,0.573460789,-1.18661925,-2.713631687,-1.055766477,0.048156199,0.528,0.6162,0.4507,0.0523
cs,sl,72.28,-2.116948288,1.05003234,0.162478052,-0.462645896,2.817960742,-2.302786957,0.939384218,-1.18661925,-1.171686307,-1.448332833,-0.307829001,0.4253,0.0002,0.4204,0.0201
cs,sk,72.54,-2.948849201,1.092153523,0.156466291,-0.427488318,2.817960742,-2.278514672,1.152921784,-1.18661925,-0.444500499,-4.678743551,0.30409949,0.6878,0.0002,0.6784,0.0153
cs,ro,61.38,-0.453146461,0.760558157,0.162040302,-0.534291076,2.817960742,-2.352249757,0.163514759,-1.18661925,-0.715733738,0.243839465,0.048156199,0.526,0.641,0.4494,0.0389
cs,hr,70.88,-1.630317449,1.006379146,0.171198996,-0.686027734,2.817960742,-2.457006559,0.734470446,-1.18661925,-2.762624573,-0.792071687,0.48897532,0.5088,0.0002,0.3539,0.0267
cs,ar,37.25,0.914379004,-1.017857028,0.062301493,-0.835972599,2.817960742,-2.560526333,-0.898723408,-1.18661925,0.382603958,0.590200479,0.30409949,0.6878,0.0002,0.6784,1
cs,lv,53.61,0.585005577,-0.071447576,0.073274415,-0.934988279,2.817960742,-2.628885332,1.20895374,-1.18661925,-0.301859888,-1.448332833,-0.054598585,0.7496,0.5922,0.6784,0.0491
cs,he,36.05,0.961450893,-1.285703049,0.080059534,-1.096068136,2.817960742,-2.740092544,-0.619437084,-1.18661925,0.214992392,0.590200479,0.210878637,0.5931,0.0002,0.5584,0.1331
cs,uk,69.55,-1.285047375,0.961078277,0.062262582,-1.24989735,2.817960742,-2.846294017,1.589955549,-1.18661925,0.42889551,-1.448332833,-0.219120412,0.4176,0.0002,0.3804,0.0351
cs,id,44.24,0.814306121,-0.613979125,0.085453582,-1.263853054,2.817960742,-2.855928834,0.525274709,-1.18661925,-2.18680222,0.590200479,0.446468748,0.6216,0.5687,0.4724,0.5476
cs,da,55.36,0.451514869,0.129072545,0.067155649,-1.287183995,2.817960742,-2.872036179,0.592216931,-1.18661925,-3.009829063,0.136699067,0.093858408,0.7358,0.0002,0.6784,0.0339
cs,sv,53.67,0.520115216,0.032994838,0.045628098,-1.32474757,2.817960742,-2.89796953,0.487224407,-1.18661925,-1.896111701,0.136699067,0.08867702,0.5713,0.0002,0.573,0.0556
cs,zh,35.64,1.006746054,-1.631016627,0.06283652,-1.411973294,2.817960742,-2.958188913,0.307574441,-1.18661925,-1.087617054,0.590200479,0.30409949,0.6878,0.0002,0.6784,1
ru,cs,69.33,-2.116948288,1.05003234,0.19612372,2.821498253,2.007757892,0.534788969,-1.157382288,-0.611164061,0.640700722,-1.055766477,0.023676003,0.5139,0.6162,0.4034,0.1923
ru,no,52.52,0.520115216,0.032994838,0.179768003,1.241510192,2.007757892,-0.556012022,-0.840558589,-0.611164061,0.527365746,0.053878439,0.214932869,0.7463,0.6162,0.688,0.1847
ru,es,55.98,0.033484377,0.519686992,0.197905036,1.136962251,2.007757892,-0.628190413,-1.487610089,-0.611164061,0.734224587,0.354869848,-0.245924551,0.4754,0.3613,0.5273,0.2742
ru,ko,18.65,1.092509625,-2.949714514,0.143962703,1.089662201,2.007757892,-0.660845687,1.411236708,-0.611164061,-0.787761644,0.590200479,0.064868201,0.5941,0.5,0.6511,0.2272
ru,et,53.59,0.378754452,0.218026607,0.184992628,0.749460668,2.007757892,-0.895715923,0.787207604,-0.611164061,-1.492109951,0.590200479,0.023676003,0.7014,0.6162,0.688,0.1505
ru,pl,61.85,-0.613408078,0.813914965,0.133385608,0.703254081,2.007757892,-0.927616285,0.801097958,-0.611164061,-1.558344735,-1.448332833,-0.18997029,0.4558,0,0.4949,0.1763
ru,nl,56.05,-0.070944878,0.584585529,0.18130215,0.504323909,2.007757892,-1.064954808,-0.337975443,-0.611164061,0.274875442,0.28033711,0.10056701,0.5855,0.6162,0.5297,0.2171
ru,pt,54.02,0.301296653,0.300840858,0.195484492,0.525078257,2.007757892,-1.050626306,-1.07504565,-0.611164061,0.61378164,0.387188656,-0.095210328,0.5246,0.6162,0.47,0.2778
ru,la,39.6,0.914379004,-1.017857028,6.82E-05,0.338757432,2.007757892,-1.179259519,0.049408809,-0.611164061,-0.025151673,0.053878439,0.325018208,0.7761,0.6162,0.688,0.2255
ru,fr,55.53,0.12954998,0.451078002,0.167511868,0.251315147,2.007757892,-1.239628412,-0.597421851,-0.611164061,0.418990055,0.400393857,-0.078539833,0.497,0.3333,0.5152,0.2382
ru,de,56.17,-0.185334185,0.646154437,0.188793904,0.130052999,2.007757892,-1.323346052,0.416645311,-0.611164061,-0.489006453,0.136699067,-0.348498591,0.4636,0.3333,0.5184,0.2039
ru,hi,28.19,1.050393749,-2.117708781,0.051001884,0.161022962,2.007757892,-1.301964836,-2.08567128,-0.611164061,0.859622567,0.19748707,-0.103469148,0.5415,0.2048,0.6015,0.1618
ru,ca,53.02,0.451514869,0.129072545,0.18093566,0.149517012,2.007757892,-1.309908378,-1.636763242,-0.611164061,0.77008947,0.309924375,0.133406355,0.4988,0,0.4706,0.2546
ru,it,56.68,-0.311785697,0.704718761,0.183390296,0.044203098,2.007757892,-1.382615586,-0.916818639,-0.611164061,0.557192026,0.28033711,0.06460441,0.5484,0.6162,0.4693,0.221
ru,en,51.88,0.646566728,-0.185851296,0.161187771,0.123949994,2.007757892,-1.327559479,-1.059034404,-0.611164061,0.608355722,0.28033711,-0.122822307,0.5097,0.2804,0.5594,0.2316
ru,fi,48.6,0.760956035,-0.453697316,0.15967067,0.034221368,2.007757892,-1.389506829,1.471043869,-0.611164061,-0.598382426,0.590200479,-0.515222654,0.4323,0.2804,0.5099,0.1415
ru,bg,61.89,-0.798416536,0.865000571,0.294326211,-0.363406583,2.007757892,-1.664023437,0.573460789,-0.611164061,-0.798849612,-1.055766477,-0.223928471,0.3837,0,0.345,0.1796
ru,sl,63.98,-1.285047375,0.961078277,0.130658235,-0.462645896,2.007757892,-1.732536828,0.939384218,-0.611164061,-2.621389094,-1.448332833,-0.236179779,0.4845,0.6162,0.4254,0.2038
ru,sk,62.46,-1.017235098,0.914000457,0.096139914,-0.427488318,2.007757892,-1.708264543,1.152921784,-0.611164061,-2.200504242,-1.448332833,0.086859208,0.6364,0.6162,0.688,0.1843
ru,ro,59.13,-0.453146461,0.760558157,0.159159287,-0.534291076,2.007757892,-1.781999628,0.163514759,-0.611164061,-0.143373823,0.243839465,-0.141826457,0.4394,0.2163,0.4279,0.1729
ru,hr,65.32,-1.630317449,1.006379146,0.156491575,-0.686027734,2.007757892,-1.886756431,0.734470446,-0.611164061,-1.272777603,-0.792071687,0.582941581,0.6252,0.6162,0.4214,0.2005
ru,ar,36.46,0.961450893,-1.285703049,0.101398631,-0.835972599,2.007757892,-1.990276205,-0.898723408,-0.611164061,0.55027466,0.590200479,0.086859208,0.6364,0.6162,0.688,1
ru,lv,54.69,0.218492836,0.378308417,0.116850906,-0.934988279,2.007757892,-2.058635203,1.20895374,-0.611164061,-1.740034191,-1.448332833,-0.034423842,0.6197,0.2048,0.688,0.1495
ru,he,39.76,0.86538529,-0.799010895,0.137630083,-1.096068136,2.007757892,-2.169842416,-0.619437084,-0.611164061,0.429738895,0.590200479,-0.318747258,0.5525,0.6162,0.6156,0.195
ru,uk,69.6,-2.948849201,1.092153523,0.185137519,-1.24989735,2.007757892,-2.276043888,1.589955549,-0.611164061,-0.28213172,-2.64109249,-0.538105102,0.4288,0.6162,0.385,0.1673
ru,id,48.09,0.814306121,-0.613979125,0.123422172,-1.263853054,2.007757892,-2.285678705,0.525274709,-0.611164061,-0.692292478,0.590200479,0.19816668,0.5319,0.2804,0.503,0.3823
ru,da,52.3,0.585005577,-0.071447576,0.098603073,-1.287183995,2.007757892,-2.30178605,0.592216931,-0.611164061,-0.843747931,0.136699067,0.133406355,0.7261,0.6162,0.688,0.1969
ru,sv,51.71,0.705123674,-0.312318741,0.06427226,-1.32474757,2.007757892,-2.327719401,0.487224407,-0.611164061,-0.615889857,0.136699067,0.076951648,0.6058,0.6162,0.578,0.1651
ru,zh,34.69,1.006746054,-1.631016627,0.106248242,-1.411973294,2.007757892,-2.387938785,0.307574441,-0.611164061,-0.322679503,0.590200479,0.086859208,0.6364,0.6162,0.688,1
no,cs,61.16,0.378754452,0.218026607,0.178684302,2.821498253,1.196557603,1.105741132,-1.157382288,-1.224840036,0.493745923,0.136699067,-0.058322747,0.7061,0.0002,0.6784,0.0585
no,ru,62.73,0.218492836,0.378308417,0.116973273,1.873754059,1.196557603,0.451432196,-0.499150064,-1.224840036,0.107369951,-0.066060666,0.214932869,0.7463,0.6162,0.688,0.1847
no,es,63.41,-0.185334185,0.646154437,0.165384826,1.136962251,1.196557603,-0.057238251,-1.487610089,-1.224840036,0.618798497,0.354869848,0.293075798,0.7684,0.5922,0.6832,0.1153
no,ko,16.34,1.092509625,-2.949714514,0.103783409,1.089662201,1.196557603,-0.089893524,1.411236708,-1.224840036,0.170929799,0.590200479,0.457009277,0.8185,0.641,0.6737,0.3892
no,et,54.56,0.705123674,-0.312318741,0.138073403,0.749460668,1.196557603,-0.32476376,0.787207604,-1.224840036,-1.918520601,0.590200479,0.235742481,0.6257,0.0002,0,0.0359
no,pl,58.08,0.646566728,-0.185851296,0.146769214,0.703254081,1.196557603,-0.356664122,0.801097958,-1.224840036,-1.812867086,0.053878439,0.215171006,0.7655,0.6162,0.6597,0.0526
no,nl,65.6,-0.798416536,0.865000571,0.200898811,0.504323909,1.196557603,-0.494002646,-0.337975443,-1.224840036,-0.03502171,-0.458774075,-0.197834463,0.7082,0.0002,0.6068,0.047
no,pt,63.03,0.033484377,0.519686992,0.152596869,0.525078257,1.196557603,-0.479674143,-1.07504565,-1.224840036,0.457113856,0.387188656,0.099279272,0.7396,0.0002,0.6328,0.1109
no,la,43.69,0.86538529,-0.799010895,0.024790369,0.338757432,1.196557603,-0.608307356,0.049408809,-1.224840036,-0.541427825,0.053878439,-0.184646597,0.47,0.0002,0,0.1009
no,fr,65.42,-0.613408078,0.813914965,0.153546831,0.251315147,1.196557603,-0.66867625,-0.597421851,-1.224840036,0.182096348,0.400393857,0.201054507,0.7746,0.5456,0.6025,0.0715
no,de,66.53,-1.285047375,0.961078277,0.177222821,0.130052999,1.196557603,-0.752393889,0.416645311,-1.224840036,-1.625006455,-1.055766477,0.025302704,0.7375,0.5456,0.6153,0.0636
no,hi,29.05,1.050393749,-2.117708781,0.068817479,0.161022962,1.196557603,-0.731012673,-2.08567128,-1.224840036,0.781646454,0.19748707,0.322806917,0.8172,0.5922,0.5363,0.3173
no,ca,60.37,0.451514869,0.129072545,0.180218857,0.149517012,1.196557603,-0.738956215,-1.636763242,-1.224840036,0.665905556,0.309924375,-0.391765081,0.7002,0.6162,0.6461,0.1031
no,it,65.94,-1.017235098,0.914000457,0.173459508,0.044203098,1.196557603,-0.811663423,-0.916818639,-1.224840036,0.379093048,0.28033711,0.11898638,0.7243,0.0002,0.6737,0.0946
no,en,72.48,-2.116948288,1.05003234,0.175231553,0.123949994,1.196557603,-0.756607316,-1.059034404,-1.224840036,0.44969349,-0.458774075,0.142441321,0.7601,0.5687,0.5983,0.0513
no,fi,47.95,0.814306121,-0.613979125,0.130090064,0.034221368,1.196557603,-0.818554666,1.471043869,-1.224840036,0.275724085,0.590200479,0.201054507,0.7597,0.5687,0.6506,0.0478
no,bg,63.95,-0.311785697,0.704718761,0.113136886,-0.363406583,1.196557603,-1.093071274,0.573460789,-1.224840036,-3.123455897,0.136699067,0.11898638,0.7525,0.6162,0.6416,0.1054
no,sl,61.87,0.301296653,0.300840858,0.137452274,-0.462645896,1.196557603,-1.161584666,0.939384218,-1.224840036,-1.06515191,0.053878439,0.003463858,0.7157,0.0002,0.669,0.078
no,sk,58.74,0.585005577,-0.071447576,0.122508632,-0.427488318,1.196557603,-1.13731238,1.152921784,-1.224840036,-0.379787352,0.053878439,0.43789969,0.838,0.0002,0,0.0696
no,ro,63.33,-0.070944878,0.584585529,0.13332359,-0.534291076,1.196557603,-1.211047466,0.163514759,-1.224840036,-0.77037365,0.243839465,0.199370631,0.764,0.641,0.6552,0.0888
no,hr,62.98,0.12954998,0.451078002,0.157657246,-0.686027734,1.196557603,-1.315804268,0.734470446,-1.224840036,-2.426597293,0.19748707,0.374125851,0.9047,0.0002,0.6832,0.0853
no,ar,37.32,1.006746054,-1.631016627,0.084491861,-0.835972599,1.196557603,-1.419324042,-0.898723408,-1.224840036,0.369457596,0.590200479,0.43789969,0.838,0.0002,0,1
no,lv,59.73,0.520115216,0.032994838,0.119457791,-0.934988279,1.196557603,-1.48768304,1.20895374,-1.224840036,-0.242860971,-0.255867289,0.358442404,0.7274,0.5922,0,0.0451
no,he,39.59,0.961450893,-1.285703049,0.109958165,-1.096068136,1.196557603,-1.598890253,-0.619437084,-1.224840036,0.197778967,0.590200479,0.263191568,0.7323,0.0002,0.7028,0.1853
no,uk,64.3,-0.453146461,0.760558157,0.117758819,-1.24989735,1.196557603,-1.705091725,1.589955549,-1.224840036,0.467096308,0.053878439,0.11898638,0.7243,0.0002,0.6737,0.0803
no,id,52.98,0.760956035,-0.453697316,0.127477667,-1.263853054,1.196557603,-1.714726542,0.525274709,-1.224840036,-2.427007627,0.590200479,0.315930688,0.7965,0.5687,0.669,0.5622
no,da,68.94,-1.630317449,1.006379146,0.528069566,-1.287183995,1.196557603,-1.730833888,0.592216931,-1.224840036,-3.573431784,-1.901491133,0.124568768,0.5801,0.0002,0,0.0286
no,sv,72.67,-2.948849201,1.092153523,0.34269899,-1.32474757,1.196557603,-1.756767238,0.487224407,-1.224840036,-2.076421392,-1.901491133,-0.238447785,0.7023,0.0002,0.6153,0.0206
no,zh,39.73,0.914379004,-1.017857028,0.103856483,-1.411973294,1.196557603,-1.816986622,0.307574441,-1.224840036,-1.16829197,0.590200479,0.43789969,0.838,0.0002,0,1
es,cs,58.28,0.451514869,0.129072545,0.18863457,2.821498253,0.587809653,1.5342,-1.157382288,-1.462480226,0.423118988,0.136699067,0.229389,0.6134,0.5922,0.5431,0.0821
es,ru,63.84,-0.185334185,0.646154437,0.128603928,1.873754059,0.587809653,0.879891065,-0.499150064,-1.462480226,-0.028034291,-0.066060666,-0.245924551,0.4754,0.3613,0.5273,0.2742
es,no,64.74,-0.453146461,0.760558157,0.221536128,1.241510192,0.587809653,0.44339901,-0.840558589,-1.462480226,0.243464655,0.053878439,0.293075798,0.7684,0.5922,0.6832,0.1153
es,ko,21.31,1.092509625,-2.949714514,0.114226906,1.089662201,0.587809653,0.338565345,1.411236708,-1.462480226,0.428906111,0.590200479,0.359090239,0.6115,0.5319,0.5505,0.4956
es,et,42.41,0.914379004,-1.017857028,0.138585821,0.749460668,0.587809653,0.103695109,0.787207604,-1.462480226,-1.05777999,0.590200479,0.042275189,0.707,0.5922,0.6832,0.1347
es,pl,45.23,0.86538529,-0.799010895,0.117322067,0.703254081,0.587809653,0.071794747,0.801097958,-1.462480226,-1.001777251,0.053878439,0.043346216,0.5011,0.3613,0.4801,0.0984
es,nl,65.33,-0.613408078,0.813914965,0.239782101,0.504323909,0.587809653,-0.065543777,-0.337975443,-1.462480226,-0.201372314,0.28033711,0.116696548,0.6034,0.5922,0.557,0.0683
es,pt,74.58,-2.116948288,1.05003234,0.466502623,0.525078257,0.587809653,-0.051215275,-1.07504565,-1.462480226,0.381340793,-3.296691923,-0.427836068,0.4921,0.5922,0.4797,0.0156
es,la,45.37,0.814306121,-0.613979125,0.083058638,0.338757432,0.587809653,-0.179848487,0.049408809,-1.462480226,-0.865413225,-4.678743551,0.383710975,0.7945,0.5922,0.6832,0.0573
es,fr,74.37,-1.630317449,1.006379146,0.359704103,0.251315147,0.587809653,-0.240217381,-0.597421851,-1.462480226,0.061224761,-1.841046242,-0.368200551,0.5083,0.4788,0.5804,0.0438
es,de,61.27,0.12954998,0.451078002,0.156630608,0.130052999,0.587809653,-0.32393502,0.416645311,-1.462480226,-3.068097584,0.136699067,-0.079994612,0.5698,0.4788,0.6393,0.0703
es,hi,31.24,1.050393749,-2.117708781,0.070724422,0.161022962,0.587809653,-0.302553804,-2.08567128,-1.462480226,0.745787057,0.19748707,0.10159639,0.5758,0.4097,0.5922,0.3634
es,ca,82.77,-2.948849201,1.092153523,0.50062677,0.149517012,0.587809653,-0.310497347,-1.636763242,-1.462480226,0.617193041,-6.462260229,0.012785062,0.4879,0.3613,0.4565,0.0205
es,it,73.88,-1.285047375,0.961078277,0.287277342,0.044203098,0.587809653,-0.383204555,-0.916818639,-1.462480226,0.291733747,-2.950661746,-0.194998509,0.5255,0.5922,0.5037,0.0588
es,en,66.83,-1.017235098,0.914000457,0.170682638,0.123949994,0.587809653,-0.328148447,-1.059034404,-1.462480226,0.37285572,0.28033711,-0.426361356,0.4728,0.3433,0.5481,0.0698
es,fi,35.25,1.006746054,-1.631016627,0.139158426,0.034221368,0.587809653,-0.390095797,1.471043869,-1.462480226,0.519843602,0.590200479,-0.197203778,0.509,0.4477,0.5617,0.1597
es,bg,63.79,-0.070944878,0.584585529,0.12479688,-0.363406583,0.587809653,-0.664612405,0.573460789,-1.462480226,-2.513295153,0.136699067,-0.379578585,0.5017,0.3613,0.5933,0.1089
es,sl,60.46,0.301296653,0.300840858,0.143940449,-0.462645896,0.587809653,-0.733125797,0.939384218,-1.462480226,-0.540535656,0.053878439,0.028280318,0.5642,0.5922,0.5118,0.0717
es,sk,54.7,0.646566728,-0.185851296,0.123404058,-0.427488318,0.587809653,-0.708853512,1.152921784,-1.462480226,-0.029250909,0.053878439,0.069608349,0.629,0.5922,0.6832,0.0904
es,ro,65.47,-0.798416536,0.865000571,0.294767631,-0.534291076,0.587809653,-0.782588597,0.163514759,-1.462480226,-1.202428623,-2.64109249,-0.194998509,0.4864,0.4278,0.5114,0.1069
es,hr,60.74,0.218492836,0.378308417,0.170233839,-0.686027734,0.587809653,-0.887345399,0.734470446,-1.462480226,-1.294344946,0.19748707,0.587938486,0.6326,0.5922,0.4327,0.0776
es,ar,46.23,0.760956035,-0.453697316,0.070167293,-0.835972599,0.587809653,-0.990865173,-0.898723408,-1.462480226,0.280605601,0.590200479,0.069608349,0.629,0.5922,0.6832,1
es,lv,52.97,0.705123674,-0.312318741,0.135769225,-0.934988279,0.587809653,-1.059224172,1.20895374,-1.462480226,0.081246618,-0.255867289,0.116696548,0.6661,0.4097,0.6832,0.129
es,he,56.16,0.585005577,-0.071447576,0.121113639,-1.096068136,0.587809653,-1.170431384,-0.619437084,-1.462480226,0.079821302,0.590200479,-0.285228361,0.5722,0.5922,0.6441,0.1696
es,uk,61.35,0.033484377,0.519686992,0.11170435,-1.24989735,0.587809653,-1.276632857,1.589955549,-1.462480226,0.688517097,0.053878439,-0.044902866,0.558,0.5922,0.5275,0.1095
es,id,56.53,0.520115216,0.032994838,0.138384636,-1.263853054,0.587809653,-1.286267674,0.525274709,-1.462480226,-3.364538256,0.590200479,0.099794503,0.5109,0.4477,0.4627,0.6143
es,da,64.12,-0.311785697,0.704718761,0.161505486,-1.287183995,0.587809653,-1.302375019,0.592216931,-1.462480226,-2.294691225,0.136699067,0.148683073,0.7312,0.5922,0.6832,0.089
es,sv,60.41,0.378754452,0.218026607,0.116176857,-1.32474757,0.587809653,-1.32830837,0.487224407,-1.462480226,-5.352137123,0.136699067,-0.042914607,0.6137,0.5922,0.6215,0.1252
es,zh,35.92,0.961450893,-1.285703049,0.105869972,-1.411973294,0.587809653,-1.388527753,0.307574441,-1.462480226,-1.889920241,0.590200479,0.069608349,0.629,0.5922,0.6832,1
ko,cs,14.61,0.378754452,0.218026607,0.125440152,2.821498253,1.130137247,1.152490185,-1.157382288,1.540972303,0.930257805,0.590200479,0.421851898,0.6825,0.641,0.6216,0.4141
ko,ru,15.6,-0.311785697,0.704718761,0.117398796,1.873754059,1.130137247,0.49818125,-0.499150064,1.540972303,0.824316578,0.590200479,0.064868201,0.5941,0.5,0.6511,0.2272
ko,no,15.32,-0.070944878,0.584585529,0.117373823,1.241510192,1.130137247,0.061689195,-0.840558589,1.540972303,0.884358252,0.590200479,0.457009277,0.8185,0.641,0.6737,0.3892
ko,es,12.19,0.86538529,-0.799010895,0.124441226,1.136962251,1.130137247,-0.010489197,-1.487610089,1.540972303,0.970113633,0.590200479,0.359090239,0.6115,0.5319,0.5505,0.4956
ko,et,16.17,-0.613408078,0.813914965,0.116774467,0.749460668,1.130137247,-0.278014707,0.787207604,1.540972303,0.423752799,0.590200479,0.216361108,0.7499,0.641,0.6737,0.3622
ko,pl,14.86,0.301296653,0.300840858,0.103438803,0.703254081,1.130137247,-0.309915069,0.801097958,1.540972303,0.416922355,0.590200479,0.292849961,0.5969,0.5,0.5633,0.3976
ko,nl,14.58,0.451514869,0.129072545,0.11924681,0.504323909,1.130137247,-0.447253592,-0.337975443,1.540972303,0.791306488,0.590200479,0.319927254,0.61,0.641,0.5145,0.4315
ko,pt,13.76,0.705123674,-0.312318741,0.123916789,0.525078257,1.130137247,-0.43292509,-1.07504565,1.540972303,0.919119193,0.590200479,0.402276408,0.6299,0.641,0.5185,0.4962
ko,la,13.92,0.646566728,-0.185851296,0.000249732,0.338757432,1.130137247,-0.561558303,0.049408809,1.540972303,0.696414533,0.590200479,0.466872969,0.8216,0.641,0.6737,0.4515
ko,fr,12.06,0.961450893,-1.285703049,0.121019904,0.251315147,1.130137247,-0.621927196,-0.597421851,1.540972303,0.842884485,0.590200479,0.380097274,0.5853,0.5804,0.4804,0.4552
ko,de,17.39,-1.630317449,1.006379146,0.120870065,0.130052999,1.130137247,-0.705644836,0.416645311,1.540972303,0.579766095,0.590200479,0.084778951,0.5397,0.4934,0.5227,0.4258
ko,hi,22.94,-2.948849201,1.092153523,0.062133207,0.161022962,1.130137247,-0.684263619,-2.08567128,1.540972303,1.026400499,0.590200479,-0.177163484,0.531,0.5319,0.558,0.2488
ko,ca,12.69,0.814306121,-0.613979125,0.121644232,0.149517012,1.130137247,-0.692207162,-1.636763242,1.540972303,0.985877592,0.590200479,0.499804957,0.6178,0.5,0.5198,0.4773
ko,it,12.19,0.86538529,-0.799010895,0.119596434,0.044203098,1.130137247,-0.76491437,-0.916818639,1.540972303,0.896184982,0.590200479,0.370274223,0.6557,0.641,0.5861,0.4465
ko,en,16.31,-1.017235098,0.914000457,0.121918937,0.123949994,1.130137247,-0.709858263,-1.059034404,1.540972303,0.916891979,0.590200479,0.218500866,0.5443,0.4638,0.4866,0.4405
ko,fi,17.88,-2.116948288,1.05003234,0.117049172,0.034221368,1.130137247,-0.771805613,1.471043869,1.540972303,-0.051846193,0.590200479,0.155394513,0.4849,0.4638,0.3638,0.3414
ko,bg,14.06,0.520115216,0.032994838,0.116025273,-0.363406583,1.130137247,-1.046322221,0.573460789,1.540972303,0.519370533,0.590200479,0.326122606,0.605,0.5,0.5671,0.4068
ko,sl,15.27,0.033484377,0.519686992,0.112928602,-0.462645896,1.130137247,-1.114835612,0.939384218,1.540972303,0.34413372,0.590200479,0.30521972,0.6243,0.641,0.55,0.4283
ko,sk,14.9,0.218492836,0.378308417,0.102639662,-0.427488318,1.130137247,-1.090563327,1.152921784,1.540972303,0.211415211,0.590200479,0.086859208,0.6315,0.641,0.6737,0.4085
ko,ro,13.98,0.585005577,-0.071447576,0.118647454,-0.534291076,1.130137247,-1.164298412,0.163514759,1.540972303,0.663397486,0.590200479,0.326122606,0.6127,0.5702,0.5696,0.3995
ko,hr,15.65,-0.453146461,0.760558157,0.119321729,-0.686027734,1.130137247,-1.269055214,0.734470446,1.540972303,0.448954844,0.590200479,0.765901708,0.7058,0.641,0.5505,0.4261
ko,ar,6.64,1.092509625,-2.949714514,0.099468072,-0.835972599,1.130137247,-1.372574989,-0.898723408,1.540972303,0.893426113,0.590200479,0.086859208,0.6315,0.641,0.6737,1
ko,lv,16.21,-0.798416536,0.865000571,0.114177259,-0.934988279,1.130137247,-1.440933987,1.20895374,1.540972303,0.171600272,0.590200479,0.41251319,0.7623,0.5319,0.6737,0.3666
ko,he,8.55,1.050393749,-2.117708781,0.115500837,-1.096068136,1.130137247,-1.552141199,-0.619437084,1.540972303,0.846893719,0.590200479,0.307904792,0.6474,0.641,0.5886,0.4099
