Task lang,Aux lang,Accuracy,Rank,Accuracy level,Overlap word-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
br,la,15.37,0.883840368,-0.828655923,0.0119976,0.888559778,0.565674097,0.401742116,-0.140499884,-0.428532456,0.371406594,-0.608284632,0.031023278,0.7727,0.5922,0.5898,0.0726
br,et,23.19,0.352233495,0.299916402,0.042591482,1.142902918,0.565674097,0.609800591,0.248667969,-0.428532456,-0.998381777,0.422132886,0.140505883,0.8118,0.5922,0.5898,0.1062
br,ko,13.42,1.048893057,-2.29016468,0.015296941,1.174253101,0.565674097,0.635445754,0.181922155,-0.428532456,-0.492645051,0.422132886,0.27034784,0.6145,0.5319,0.4785,0.4675
br,ja,19.05,0.716115514,-0.274689847,0,1.705798409,0.565674097,1.070261908,-3.817461986,-0.428532456,0.945427546,0.422132886,0.254372554,0.6145,0.4717,0.5217,0.4944
br,ru,16.26,0.838443657,-0.640743812,0.027594481,1.761815298,0.565674097,1.116084998,0.01571526,-0.428532456,0.097270057,-0.838719606,0.123171167,0.5569,0.2048,0.5117,0.2547
br,cs,32.27,-1.676783874,1.002001321,0.059688062,2.014510541,0.565674097,1.322795456,-0.136696721,-0.428532456,0.3662966,-0.449164142,-0.011120865,0.5295,0.5922,0.4483,0.0692
yue,bxr,21.76,-0.799968056,0.874522652,0,-1.262667107,0.245986933,-1.174270891,0.594078182,1.611354819,0.041121961,0.422132886,0.122337422,0.6771,0.5922,0.7079,0.158
yue,kmr,19.81,-0.383284594,0.756007041,0,-1.411374383,0.245986933,-1.295916827,0.336384322,1.611354819,0.46470665,0.422132886,0.365001038,0.6681,0.5587,0.5671,0.3382
yue,hsb,19.41,-0.252302205,0.70486833,0,-1.522668683,0.245986933,-1.386958096,0.532677047,1.611354819,0.179084979,0.422132886,0.122337422,0.6771,0.5922,0.7079,0.4298
yue,kk,22.8,-1.023126909,0.918640382,0,-1.154024756,0.245986933,-1.085398977,0.610158789,1.611354819,-0.001210523,0.422132886,0.384810034,0.8952,0.7952,0.7079,0.2413
yue,hy,21.38,-0.614193059,0.828603708,0,-1.620394233,0.245986933,-1.466899819,0.538666368,1.611354819,0.167043062,0.422132886,0.129262101,0.5964,0.6466,0.507,0.3277
yue,swl,7.28,0.7911146,-0.479775695,0,-2.356041951,0.245986933,-2.068676388,0.470083725,1.611354819,0.290526164,0.422132886,0.122337422,0.6771,0.5922,0.7079,0.4104
yue,lt,21.68,-0.703205751,0.851797477,0,-2.169620395,0.245986933,-1.916179315,0.557075778,1.611354819,0.128259388,0.422132886,0.185311417,0.6396,0.6224,0.5883,0.3931
yue,be,10.3,0.635690239,-0.101292234,0,-1.880461018,0.245986933,-1.679640366,0.543622809,1.611354819,0.156869672,0.422132886,0.26821812,0.8583,0.5922,0.7079,0.3902
yue,mr,23.39,-1.676783874,1.002001321,0,-1.757804127,0.245986933,-1.579304239,0.518209078,1.611354819,0.207092148,0.422132886,0.157115641,0.6315,0.5922,0.5291,0.1907
yue,cop,9.02,0.689948072,-0.213871905,0,-1.687224999,0.245986933,-1.521568906,0.478168551,1.611354819,0.277457866,0.422132886,0.222677869,0.836,0.5922,0.7079,0.4008
yue,ta,23.12,-1.302604883,0.961092889,0,-1.575848971,0.245986933,-1.430460781,0.552921618,1.611354819,0.137254025,0.422132886,0.243483484,0.6736,0.5922,0.562,0.1939
yue,ga,12.23,0.487194654,0.138948285,0,-1.19383975,0.245986933,-1.117968548,0.276368681,1.611354819,0.523514728,0.422132886,0.197809949,0.6573,0.5922,0.5567,0.4897
yue,hu,23.36,-1.474030455,0.981733063,0,-0.7849374,0.245986933,-0.783477123,0.429483918,1.611354819,0.351159864,0.422132886,0.02051311,0.5509,0.5064,0.5266,0.42
yue,te,26.95,-2.695758706,1.060702879,0,-1.003873768,0.245986933,-0.962572053,0.267422647,1.611354819,0.531500308,0.422132886,0.196401176,0.6213,0.5319,0.5672,0.1826
yue,af,20.95,-0.455055623,0.780730189,0,-0.733244548,0.245986933,-0.741191193,-0.040792995,1.611354819,0.722929945,0.422132886,0.185959879,0.6568,0.5922,0.5639,0.5135
yue,vi,22.03,-0.905959169,0.896797794,0,-0.417184462,0.245986933,-0.482646853,-0.193243969,1.611354819,0.778831329,0.422132886,0.097678078,0.5834,0.3862,0.5875,0.0413
yue,ug,24.57,-2.24485516,1.04147407,0,-0.315316276,0.245986933,-0.399316359,0.406976088,1.611354819,0.381565209,0.422132886,0.242996492,0.8395,0.8831,0.7079,0.1903
yue,el,17.62,0.113015663,0.50500225,0,-0.542419107,0.245986933,-0.585091642,0.153675171,1.611354819,0.618707918,0.422132886,0.158853583,0.6292,0.5903,0.5775,0.4079
yue,sme,21.04,-0.531780179,0.804921614,0,-0.388487397,0.245986933,-0.459172001,0.42522521,1.611354819,0.357076522,0.422132886,0.096820668,0.7819,0.5922,0.7079,0.3831
yue,gl,16.99,0.198601342,0.440707155,0,-0.211337709,0.245986933,-0.314259526,0.031556193,1.611354819,0.689352366,0.422132886,0.216430187,0.6277,0.5922,0.4878,0.5266
yue,sr,17.86,0.020289896,0.565820192,0,-0.229966783,0.245986933,-0.329498532,0.207702732,1.611354819,0.580351391,0.422132886,0.166434908,0.8022,0.8564,0.7079,0.4161
yue,got,6.32,0.815030898,-0.557382873,0,0.006107477,0.245986933,-0.136384417,-0.108965856,1.611354819,0.750131765,0.422132886,0.234923326,0.8419,0.5922,0.7079,0.3822
yue,tr,16.95,0.239044525,0.407126813,0,0.036641409,0.245986933,-0.111406966,0.492302833,1.611354819,0.253732714,0.422132886,0.147700084,0.6222,0.5064,0.6028,0.3788
yue,zh,40.93,-3.46658341,1.079608499,0,-0.049863605,0.245986933,-0.182170035,0.882936738,1.611354819,-3.309190837,0.422132886,0.122337422,0.6771,0.5922,0.7079,1
yue,ur,23.44,-1.924934002,1.021910831,0,-0.030952832,0.245986933,-0.166700593,-0.424299632,1.611354819,0.836652406,0.422132886,0.07804257,0.6398,0.5922,0.5815,0.2326
yue,cu,11.25,0.578648763,0.001038092,0,0.121165861,0.245986933,-0.042264041,-0.062859718,1.611354819,0.732168508,0.422132886,0.122337422,0.6771,0.5922,0.7079,0.4136
yue,sv,17.27,0.156631645,0.473314016,0,0.084938089,0.245986933,-0.071899183,0.056818549,1.611354819,0.676308379,0.422132886,0.078480302,0.6398,0.5922,0.5875,0.4055
yue,da,1.87,0.969426046,-1.33707497,0,0.020753081,0.245986933,-0.12440398,0.166051374,1.611354819,0.610359726,0.422132886,0.041109696,0.7611,0.5922,0.7079,0.4376
yue,id,7.97,0.741681352,-0.338984942,0,0.031255459,0.245986933,-0.115812796,0.172049588,1.611354819,0.606223503,0.422132886,0.06998001,0.5132,0.4477,0.434,0.1695
yue,uk,0.64,1.067903178,-2.746255319,0,0.066423317,0.245986933,-0.087044688,0.410337873,1.611354819,0.377156422,0.422132886,0.050484188,0.5832,0.5922,0.4805,0.401
yue,fa,13.57,0.387540111,0.261781973,0,0.081465131,0.245986933,-0.074740141,-0.192955946,1.611354819,0.778741436,0.422132886,0.122337422,0.6771,0.5922,0.7079,1
yue,he,4.63,0.861373644,-0.730780486,0,0.10728665,0.245986933,-0.053617551,0.364323343,1.611354819,0.433819907,0.422132886,0.158853583,0.6504,0.5922,0.5354,0.3807
yue,eu,23,-1.154109298,0.940066895,0,0.373166954,0.245986933,0.163878586,0.279740544,1.611354819,0.520455875,0.422132886,0.13503844,0.6287,0.5319,0.6099,0.5026
yue,lv,9.47,0.663150029,-0.156174237,0,0.261697161,0.245986933,0.072693759,0.317569339,1.611354819,0.484185188,0.422132886,0.197809949,0.7576,0.5064,0.7079,0.3901
yue,sl,0.73,1.029552309,-1.966563222,0,0.288932895,0.245986933,0.094973209,0.305267147,1.611354819,0.49638827,0.422132886,0.035468945,0.6161,0.5922,0.5639,0.4388
yue,hr,7.93,0.766672628,-0.407179028,0,0.364792903,0.245986933,0.157028422,0.182701018,1.611354819,0.598728939,0.422132886,0.237009626,0.6792,0.5922,0.5672,0.4335
yue,ro,18.84,-0.192175941,0.678399863,0,0.414467563,0.245986933,0.197663424,0.095899013,1.611354819,0.654605996,0.422132886,0.050484188,0.5659,0.6224,0.5127,0.4042
yue,sk,10.41,0.607535191,-0.048963826,0,0.491798613,0.245986933,0.260921982,0.373326558,1.611354819,0.423329226,0.422132886,0.122337422,0.6771,0.5922,0.7079,0.4202
yue,bg,11.45,0.548991939,0.048911611,0,0.527169226,0.245986933,0.289855948,0.164845862,1.611354819,0.611183828,0.422132886,-0.036415516,0.5564,0.5641,0.5557,0.4056
yue,pt,13.98,0.352233495,0.299916402,0,0.585499152,0.245986933,0.337571155,-0.05503903,1.611354819,0.728943936,0.422132886,-0.00342796,0.5865,0.5922,0.523,0.5162
yue,nl,0.93,0.989831481,-1.510472583,0,0.670041654,0.245986933,0.406728844,-0.004860522,1.611354819,0.706915645,0.422132886,0.12774318,0.6473,0.5922,0.5769,0.4576
yue,en,4.26,0.883840368,-0.828655923,0,0.815399084,0.245986933,0.525634529,-0.130261744,1.611354819,0.757860995,0.422132886,0.031023278,0.5447,0.5348,0.5043,0.4724
yue,it,0.73,1.029552309,-1.966563222,0,0.700347573,0.245986933,0.431519776,-0.02499702,1.611354819,0.716043064,0.422132886,0.089211642,0.6285,0.5922,0.557,0.4534
yue,ca,18.69,-0.135134465,0.651293541,0,0.817820435,0.245986933,0.527615249,-0.246718257,1.611354819,0.794647903,0.422132886,0.086034423,0.5609,0.5641,0.5028,0.4901
yue,hi,18.23,-0.080876632,0.62351786,0,0.816481051,0.245986933,0.526519602,-0.641863324,1.611354819,0.872014799,0.422132886,0.153898397,0.6266,0.5903,0.5895,0.1825
yue,pl,19.59,-0.315866075,0.730728271,0,0.841930331,0.245986933,0.547337693,0.361766802,1.611354819,0.436749432,0.422132886,0.09810648,0.5905,0.5641,0.5536,0.415
yue,de,3.05,0.905862176,-0.935866334,0,0.769254139,0.245986933,0.487886914,0.129885972,1.611354819,0.634079972,0.422132886,0.184662493,0.6201,0.4788,0.5875,0.4417
yue,fro,13.44,0.421760194,0.222309224,0,0.859741622,0.245986933,0.561907734,-0.49400374,1.611354819,0.849589446,0.422132886,0.205963523,0.8282,0.5922,0.7079,0.4835
yue,es,17.77,0.067618953,0.535822203,0,0.859823065,0.245986933,0.561974356,-0.229308782,1.611354819,0.789683871,0.422132886,0.040045201,0.5749,0.5903,0.5423,0.5104
yue,fr,2.23,0.927456349,-1.054381944,0,0.807823214,0.245986933,0.519437295,-0.034282494,1.611354819,0.72011978,0.422132886,0.128571996,0.5911,0.5587,0.5412,0.4778
yue,fi,14.91,0.278068353,0.372513069,0,0.90108784,0.245986933,0.595729881,0.222124952,1.611354819,0.569221439,0.422132886,0.021445369,0.5391,0.4477,0.5198,0.379
yue,grc,9,0.716115514,-0.274689847,0,0.835009394,0.245986933,0.541676209,-0.135490192,1.611354819,0.75970698,0.422132886,0.205963523,0.8282,0.5922,0.7079,0.4239
yue,no,4.82,0.838443657,-0.640743812,0,0.950205759,0.245986933,0.635909456,-0.097727089,1.611354819,0.745912252,0.422132886,0.079937889,0.7754,0.5922,0.7079,0.4245
yue,ar,14.35,0.315769081,0.336800294,0,0.939094508,0.245986933,0.6268202,-6.277992451,1.611354819,0.946234008,0.422132886,0.122337422,0.6771,0.5922,0.7079,1
yue,la,0.05,1.086593786,-3.525947416,0,0.888559778,0.245986933,0.585481642,-0.140499884,1.611354819,0.76145711,0.422132886,0.210265618,0.8302,0.5922,0.7079,0.4567
yue,et,0.86,1.009869229,-1.715558431,0,1.142902918,0.245986933,0.793540117,0.248667969,1.611354819,0.547650387,0.422132886,-0.100683373,0.7161,0.5922,0.7079,0.3911
yue,ko,12.5,0.454958629,0.181400792,0,1.174253101,0.245986933,0.819185279,0.181922155,1.611354819,0.599283557,0.422132886,0.135312593,0.5611,0.4278,0.4805,0.1077
yue,ja,18.18,-0.029143352,0.595038924,0,1.705798409,0.245986933,1.254001434,-3.817461986,1.611354819,0.945924746,0.422132886,0.203296165,0.614,0.6466,0.5053,0.1255
yue,ru,1.92,0.94863918,-1.186871125,0,1.761815298,0.245986933,1.299824524,0.01571526,1.611354819,0.697165545,0.422132886,0.102663618,0.5876,0.5641,0.5344,0.2408
yue,cs,11.65,0.5185225,0.094830555,0,2.014510541,0.245986933,1.506534981,-0.136696721,1.611354819,0.760130137,0.422132886,0.210265618,0.6833,0.5922,0.5978,0.4303
kpv,bxr,30.02,0.387540111,0.261781973,0.007945516,-1.262667107,-1.222883467,-0.330040719,0.594078182,1.066808889,-0.522211941,0.422132886,0.205329146,0.6719,0.6162,0.6552,0.1624
kpv,kmr,30.74,0.352233495,0.299916402,0.001135074,-1.411374383,-1.222883467,-0.451686654,0.336384322,1.066808889,0.266826698,0.422132886,0.407456893,0.5905,0.3333,0.4881,0.1555
kpv,hsb,33.12,0.020289896,0.565820192,0.001135074,-1.522668683,-1.222883467,-0.542727923,0.532677047,1.066808889,-0.2311796,0.422132886,0.205329146,0.6719,0.6162,0.6552,0.1366
kpv,kk,36.65,-1.023126909,0.918640382,0.011350738,-1.154024756,-1.222883467,-0.241168805,0.610158789,1.066808889,-0.621861627,0.422132886,0.357513927,0.9313,1,0.6552,0.128
kpv,hy,34.92,-0.252302205,0.70486833,0.002270148,-1.620394233,-1.222883467,-0.622669647,0.538666368,1.066808889,-0.254883226,0.422132886,0.169740256,0.5624,0.4327,0.4592,0.1375
kpv,swl,11.74,1.067903178,-2.746255319,0.001135074,-2.356041951,-1.222883467,-1.224446216,0.470083725,1.066808889,-0.023787998,0.422132886,0.205329146,0.6719,0.6162,0.6552,0.105
kpv,lt,36.79,-1.154109298,0.940066895,0.001135074,-2.169620395,-1.222883467,-1.071949142,0.557075778,1.066808889,-0.333230066,0.422132886,0.178147715,0.5292,0.2163,0.4572,0.0988
kpv,be,36.65,-1.023126909,0.918640382,0.012485812,-1.880461018,-1.222883467,-0.835410193,0.543622809,1.066808889,-0.275131866,0.422132886,0.207610841,0.8604,0.6162,0.6552,0.1025
kpv,mr,33.98,-0.135134465,0.651293541,0.001135074,-1.757804127,-1.222883467,-0.735074066,0.518209078,1.066808889,-0.177103083,0.422132886,0.201386117,0.6375,0.6162,0.553,0.269
kpv,cop,26.28,0.5185225,0.094830555,0.001135074,-1.687224999,-1.222883467,-0.677338734,0.478168551,1.066808889,-0.04709952,0.422132886,0.192934019,0.8549,0.6162,0.6552,0.2095
kpv,ta,32.4,0.113015663,0.50500225,0.001135074,-1.575848971,-1.222883467,-0.586230609,0.552921618,1.066808889,-0.314775741,0.422132886,0.216430187,0.6483,0.6162,0.5638,0.3117
kpv,ga,31.82,0.239044525,0.407126813,0.001135074,-1.19383975,-1.222883467,-0.273738376,0.276368681,1.066808889,0.357978458,0.422132886,0.197169868,0.633,0.6162,0.5436,0.182
kpv,hu,35.64,-0.455055623,0.780730189,0.002270148,-0.7849374,-1.222883467,0.06075305,0.429483918,1.066808889,0.081364361,-3.494432683,0.04867728,0.5061,0.2048,0.4655,0.1431
kpv,te,35.78,-0.531780179,0.804921614,0.001135074,-1.003873768,-1.222883467,-0.118341881,0.267422647,1.066808889,0.370130433,0.422132886,0.162984581,0.5783,0.2163,0.5765,0.2795
kpv,af,23.83,0.607535191,-0.048963826,0.001135074,-0.733244548,-1.222883467,0.103038979,-0.040792995,1.066808889,0.647835087,0.422132886,0.248581246,0.6388,0.6162,0.535,0.4901
kpv,vi,37.44,-1.302604883,0.961092889,0.001135074,-0.417184462,-1.222883467,0.36158332,-0.193243969,1.066808889,0.724742746,0.422132886,0.079937889,0.5803,0.4407,0.5864,0.3183
kpv,ug,39.24,-2.24485516,1.04147407,0.002270148,-0.315316276,-1.222883467,0.444913813,0.406976088,1.066808889,0.132385729,0.422132886,0.220433635,0.874,1,0.6552,0.1375
kpv,el,19.15,0.94863918,-1.186871125,0.001135074,-0.542419107,-1.222883467,0.259138531,0.153675171,1.066808889,0.499679697,0.422132886,0.234308798,0.6055,0.2048,0.5398,0.1539
kpv,sme,35.49,-0.383284594,0.756007041,0.002270148,-0.388487397,-1.222883467,0.385058171,0.42522521,1.066808889,0.091377347,-0.838719606,-0.035753848,0.7852,0.6162,0.6552,0.0764
kpv,gl,27.14,0.487194654,0.138948285,0.001135074,-0.211337709,-1.222883467,0.529970646,0.031556193,1.066808889,0.600818748,0.422132886,0.285118127,0.6338,0.6162,0.5148,0.228
kpv,sr,36.36,-0.703205751,0.851797477,0.001135074,-0.229966783,-1.222883467,0.51473164,0.207702732,1.066808889,0.443385802,0.422132886,0.173822306,0.8385,0.8485,0.6552,0.1502
kpv,got,14.76,1.029552309,-1.966563222,0.001135074,0.006107477,-1.222883467,0.707845756,-0.108965856,1.066808889,0.685464295,0.422132886,0.29839312,0.8967,0.6162,0.6552,0.1217
kpv,tr,36.43,-0.799968056,0.874522652,0.001135074,0.036641409,-1.222883467,0.732823207,0.492302833,1.066808889,-0.090059596,0.422132886,0.257134566,0.5621,0.2048,0.4678,0.1524
kpv,zh,34.56,-0.192175941,0.678399863,0.001135074,-0.049863605,-1.222883467,0.662060137,0.882936738,1.066808889,-0.333709145,0.422132886,0.205329146,0.6719,0.6162,0.6552,1
kpv,ur,21.74,0.766672628,-0.407179028,0.001135074,-0.030952832,-1.222883467,0.677529579,-0.424299632,1.066808889,0.80264406,0.422132886,0.123171167,0.6352,0.6162,0.5832,0.2213
kpv,cu,16.13,1.009869229,-1.715558431,0.019296254,0.121165861,-1.222883467,0.801966131,-0.062859718,1.066808889,0.660660052,0.422132886,0.205329146,0.6719,0.6162,0.6552,0.1512
kpv,sv,33.91,-0.080876632,0.62351786,0.001135074,0.084938089,-1.222883467,0.772330989,0.056818549,1.066808889,0.58237734,0.422132886,0.147700084,0.6558,0.6162,0.6035,0.0994
kpv,da,23.04,0.716115514,-0.274689847,0.001135074,0.020753081,-1.222883467,0.719826193,0.166051374,1.066808889,0.487514447,0.422132886,0.010980607,0.7973,0.6162,0.6552,0.1348
kpv,id,21.67,0.7911146,-0.479775695,0.002270148,0.031255459,-1.222883467,0.728417377,0.172049588,1.066808889,0.481469391,0.422132886,0.084731452,0.4983,0.2804,0.4445,0.4567
kpv,uk,40.53,-2.695758706,1.060702879,0.028376844,0.066423317,-1.222883467,0.757185485,0.410337873,1.066808889,0.125053466,0.422132886,0.057377664,0.5672,0.6162,0.4592,0.1271
kpv,fa,18.93,0.969426046,-1.33707497,0.001135074,0.081465131,-1.222883467,0.769490031,-0.192955946,1.066808889,0.724620374,0.422132886,0.205329146,0.6719,0.6162,0.6552,1
kpv,he,27.57,0.454958629,0.181400792,0.001135074,0.10728665,-1.222883467,0.790612621,0.364323343,1.066808889,0.21769571,0.422132886,0.202914476,0.6966,0.6162,0.6117,0.1958
kpv,eu,31.1,0.278068353,0.372513069,0.001135074,0.373166954,-1.222883467,1.008108759,0.279740544,1.066808889,0.353309948,0.422132886,0.207357601,0.5756,0.2163,0.4914,0.2083
kpv,lv,23.18,0.689948072,-0.213871905,0.002270148,0.261697161,-1.222883467,0.916923932,0.317569339,1.066808889,0.297353159,0.422132886,0.235537439,0.7744,0.2048,0.6552,0.0919
kpv,sl,23.47,0.635690239,-0.101292234,0.001135074,0.288932895,-1.222883467,0.939203382,0.305267147,1.066808889,0.316305321,0.422132886,-0.002949303,0.5396,0.6162,0.4445,0.157
kpv,hr,35.06,-0.315866075,0.730728271,0.001135074,0.364792903,-1.222883467,1.001258594,0.182701018,1.066808889,0.470486008,0.422132886,0.165772398,0.5025,0.6162,0.3548,0.1571
kpv,ro,32.4,0.113015663,0.50500225,0.001135074,0.414467563,-1.222883467,1.041893597,0.095899013,1.066808889,0.551466086,0.422132886,0.103089684,0.482,0.2163,0.3995,0.1357
kpv,sk,30.81,0.315769081,0.336800294,0.002270148,0.491798613,-1.222883467,1.105152155,0.373326558,1.066808889,0.200796547,0.422132886,0.205329146,0.6719,0.6162,0.6552,0.1378
kpv,bg,37.72,-1.474030455,0.981733063,0.05107832,0.527169226,-1.222883467,1.134086121,0.164845862,1.066808889,0.488717464,0.422132886,0.057377664,0.5204,0,0.5152,0.1485
kpv,pt,31.97,0.198601342,0.440707155,0.001135074,0.585499152,-1.222883467,1.181801327,-0.05503903,1.066808889,0.656189023,0.422132886,0.178147715,0.5935,0.6162,0.467,0.2209
kpv,nl,19.94,0.883840368,-0.828655923,0.001135074,0.670041654,-1.222883467,1.250959017,-0.004860522,1.066808889,0.625491634,0.422132886,0.235537439,0.633,0.6162,0.5255,0.1562
kpv,en,32.54,0.067618953,0.535822203,0.002270148,0.815399084,-1.222883467,1.369864702,-0.130261744,1.066808889,0.696084396,0.422132886,0.108469343,0.5625,0.2804,0.5537,0.1669
kpv,it,19.73,0.905862176,-0.935866334,0.001135074,0.700347573,-1.222883467,1.275749948,-0.02499702,1.066808889,0.638244025,0.422132886,0.184662493,0.5903,0.6162,0.4345,0.1764
kpv,ca,20.01,0.861373644,-0.730780486,0.001135074,0.817820435,-1.222883467,1.371845422,-0.246718257,1.066808889,0.746211665,0.422132886,0.165772398,0.4985,0,0.4429,0.2032
kpv,hi,22.1,0.741681352,-0.338984942,0.001135074,0.816481051,-1.222883467,1.370749775,-0.641863324,1.066808889,0.849529921,0.422132886,0.133941004,0.5716,0.2048,0.5685,0.2312
kpv,pl,38.08,-1.924934002,1.021910831,0.002270148,0.841930331,-1.222883467,1.391567865,0.361766802,1.066808889,0.222395217,0.422132886,0.067178101,0.486,0,0.4394,0.1242
kpv,de,21.09,0.838443657,-0.640743812,0.001135074,0.769254139,-1.222883467,1.332117087,0.129885972,1.066808889,0.521958133,0.422132886,0.20748423,0.5791,0.3333,0.5328,0.152
kpv,fro,14.25,1.048893057,-2.29016468,0.001135074,0.859741622,-1.222883467,1.406137906,-0.49400374,1.066808889,0.819860886,0.422132886,0.263705631,0.8823,0.6162,0.6552,0.1884
kpv,es,33.69,-0.029143352,0.595038924,0.001135074,0.859823065,-1.222883467,1.406204529,-0.229308782,1.066808889,0.739486933,0.422132886,0.153092308,0.5717,0.3613,0.5114,0.2207
kpv,fr,21.67,0.7911146,-0.479775695,0.002270148,0.807823214,-1.222883467,1.363667467,-0.034282494,1.066808889,0.643924681,0.422132886,0.212409074,0.5792,0.3333,0.5309,0.1798
kpv,fi,27.65,0.421760194,0.222309224,0.001135074,0.90108784,-1.222883467,1.439960054,0.222124952,1.066808889,0.426854476,-1.203388694,-0.094313212,0.5038,0.2804,0.5219,0.07
kpv,grc,17.49,0.989831481,-1.510472583,0.001135074,0.835009394,-1.222883467,1.385906381,-0.135490192,1.066808889,0.6986162,0.422132886,0.263705631,0.8823,0.6162,0.6552,0.172
kpv,no,19.37,0.927456349,-1.054381944,0.001135074,0.950205759,-1.222883467,1.480139629,-0.097727089,1.066808889,0.679653346,0.422132886,0.137776262,0.8356,0.6162,0.6552,0.1167
kpv,ar,25.34,0.578648763,0.001038092,0.001135074,0.939094508,-1.222883467,1.471050373,-6.277992451,1.066808889,0.946232659,0.422132886,0.205329146,0.6719,0.6162,0.6552,1
kpv,la,0,1.086593786,-3.525947416,0.001135074,0.888559778,-1.222883467,1.429711814,-0.140499884,1.066808889,0.701014908,0.422132886,0.255814648,0.879,0.6162,0.6552,0.1822
kpv,et,25.49,0.548991939,0.048911611,0.002270148,1.142902918,-1.222883467,1.637770289,0.248667969,1.066808889,0.394551174,-1.86862859,-0.273602685,0.7371,0.6162,0.6552,0.0869
kpv,ko,38.08,-1.924934002,1.021910831,0.001135074,1.174253101,-1.222883467,1.663415452,0.181922155,1.066808889,0.471300149,0.422132886,0.147023807,0.6305,0.5,0.6094,0.2754
kpv,ja,23.33,0.663150029,-0.156174237,0,1.705798409,-1.222883467,2.098231606,-3.817461986,1.066808889,0.945834216,0.422132886,0.296442869,0.6501,0.4327,0.5884,0.304
kpv,ru,43.84,-3.46658341,1.079608499,0.071509648,1.761815298,-1.222883467,2.144054696,0.01571526,1.066808889,0.611816779,0.422132886,0.067030393,0.5061,0,0.4539,0.0748
kpv,cs,36,-0.614193059,0.828603708,0.001135074,2.014510541,-1.222883467,2.350765153,-0.136696721,1.066808889,0.699196319,0.422132886,0.174478992,0.5477,0.6162,0.3685,0.1406
sa,bxr,25.83,-1.023126909,0.918640382,0.002123142,-1.262667107,-0.818504844,-0.562456482,0.594078182,0.706577669,-1.503460219,0.422132886,0.308422352,0.7128,0.0002,0.6416,0.212
sa,kmr,25.69,-0.905959169,0.896797794,0.001061571,-1.411374383,-0.818504844,-0.684102417,0.336384322,0.706577669,0.069526649,-1.203388694,0.245307389,0.6604,0.5456,0.5833,0.1895
sa,hsb,20.08,0.198601342,0.440707155,0.002123142,-1.522668683,-0.818504844,-0.775143686,0.532677047,0.706577669,-0.770992733,-0.608284632,0.308422352,0.7128,0.0002,0.6416,0.3194
sa,kk,25.4,-0.799968056,0.874522652,0.002123142,-1.154024756,-0.818504844,-0.473584567,0.610158789,0.706577669,-1.867973604,0.422132886,-0.062091894,0.8435,0.879,0.6416,0.1325
sa,hy,23.07,-0.192175941,0.678399863,0.002123142,-1.620394233,-0.818504844,-0.85508541,0.538666368,0.706577669,-0.820202496,-1.203388694,0.26715139,0.6757,0.6162,0.5471,0.1882
sa,swl,10.85,0.815030898,-0.557382873,0.001061571,-2.356041951,-0.818504844,-1.456861979,0.470083725,0.706577669,-0.384749227,0.422132886,0.308422352,0.7128,0.0002,0.6416,0.3226
sa,lt,21.79,-0.029143352,0.595038924,0.002123142,-2.169620395,-0.818504844,-1.304364905,0.557075778,0.706577669,-0.992934013,-1.203388694,0.219559382,0.6498,0.641,0.5607,0.2937
sa,be,9.37,0.883840368,-0.828655923,0.002123142,-1.880461018,-0.818504844,-1.067825956,0.543622809,0.706577669,-0.8632884,-0.838719606,0.341478567,0.9328,0.0002,0.6416,0.2851
sa,mr,33.3,-2.695758706,1.060702879,0.006369427,-1.757804127,-0.818504844,-0.967489829,0.518209078,0.706577669,-0.663199799,-2.740208131,0.161121288,0.4867,0.0002,0.3906,0.0116
sa,cop,18.32,0.315769081,0.336800294,0.001061571,-1.687224999,-0.818504844,-0.909754497,0.478168551,0.706577669,-0.424907102,0.422132886,0.327045803,0.9276,0.0002,0.6416,0.2355
sa,ta,24.45,-0.455055623,0.780730189,0.002123142,-1.575848971,-0.818504844,-0.818646371,0.552921618,0.706577669,-0.950716761,0.422132886,0.178801293,0.4608,0.0002,0.3355,0.0536
sa,ga,24.31,-0.383284594,0.756007041,0.002123142,-1.19383975,-0.818504844,-0.506154138,0.276368681,0.706577669,0.198728528,-0.332374194,0.391870257,0.6361,0.0002,0.5277,0.3941
sa,hu,21.6,0.020289896,0.565820192,0.002123142,-0.7849374,-0.818504844,-0.171662713,0.429483918,0.706577669,-0.211419611,0.422132886,0.304218956,0.6667,0.5922,0.529,0.2967
sa,te,29.54,-1.676783874,1.002001321,0.001061571,-1.003873768,-0.818504844,-0.350757643,0.267422647,0.706577669,0.215588085,0.422132886,0.188419834,0.4979,0.641,0.3881,0.0217
sa,af,8.71,0.905862176,-0.935866334,0.001061571,-0.733244548,-0.818504844,-0.129376784,-0.040792995,0.706577669,0.58205482,-0.332374194,0.245307389,0.6125,0.0002,0.5541,0.3457
sa,vi,23.41,-0.252302205,0.70486833,0.002123142,-0.417184462,-0.818504844,0.129167557,-0.193243969,0.706577669,0.678328726,0.422132886,0.384810034,0.7049,0.5456,0.6026,0.1562
sa,ug,36.25,-3.46658341,1.079608499,0.002123142,-0.315316276,-0.818504844,0.212498051,0.406976088,0.706577669,-0.131329862,0.422132886,0.19832169,0.8934,0.7877,0.6416,0.1321
