Task lang,Aux lang,Accuracy,Rank,Accuracy level,Overlap word-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
kmr,bg,53.74,0.315769081,0.299916402,0.007163324,0.527169226,0.398064063,0.202449937,0.164845862,-0.425200979,-0.398332312,-0.449164142,0.158185536,0.5651,0.3333,0.5291,0.0838
kmr,pt,55.16,0.020289896,0.535822203,0.033524355,0.585499152,0.398064063,0.250165144,-0.05503903,-0.425200979,0.24168463,0.03209309,0.150939246,0.6114,0.5456,0.5045,0.2016
kmr,nl,42.38,0.927456349,-1.186871125,0.026361032,0.670041654,0.398064063,0.319322833,-0.004860522,-0.425200979,0.144757993,-0.173197196,0.080811323,0.5802,0.5456,0.4871,0.1694
kmr,en,53.26,0.421760194,0.181400792,0.03008596,0.815399084,0.398064063,0.438228518,-0.130261744,-0.425200979,0.358760826,-0.173197196,0.226901957,0.5662,0.3277,0.4991,0.1904
kmr,it,42.43,0.905862176,-1.054381944,0.031232092,0.700347573,0.398064063,0.344113765,-0.02499702,-0.425200979,0.185821143,-0.173197196,0.074972551,0.6182,0.5456,0.539,0.1326
kmr,ca,50.81,0.716115514,-0.338984942,0.030659026,0.817820435,0.398064063,0.440209238,-0.246718257,-0.425200979,0.494158495,-0.116352177,0.177624515,0.5354,0.3333,0.4831,0.1705
kmr,hi,55.85,-0.135134465,0.62351786,0.005444126,0.816481051,0.398064063,0.439113591,-0.641863324,-0.425200979,0.742023686,-1.203388694,0.28022125,0.593,0.3862,0.524,0.1739
kmr,pl,53.59,0.352233495,0.261781973,0.020057307,0.841930331,0.398064063,0.459931682,0.361766802,-0.425200979,-2.11204357,-0.608284632,0.126083282,0.535,0.3333,0.48,0.126
kmr,de,40.94,0.969426046,-1.510472583,0.035243553,0.769254139,0.398064063,0.400480903,0.129885972,-0.425200979,-0.244023156,-0.449164142,0.183493265,0.5534,0.3729,0.493,0.1389
kmr,fro,48.98,0.838443657,-0.730780486,0.01747851,0.859741622,0.398064063,0.474501723,-0.49400374,-0.425200979,0.674473309,-0.02999995,0.185311417,0.8572,0.5456,0.6328,0.1756
kmr,es,54.27,0.239044525,0.372513069,0.031232092,0.859823065,0.398064063,0.474568345,-0.229308782,-0.425200979,0.476659081,-0.02999995,0.199344311,0.6203,0.4788,0.5644,0.1902
kmr,fr,54.34,0.198601342,0.407126813,0.031805158,0.807823214,0.398064063,0.432031284,-0.034282494,-0.425200979,0.20374005,0.057463798,0.222304213,0.5907,0.4601,0.5284,0.1763
kmr,fi,57.84,-1.154109298,0.918640382,0.017765043,0.90108784,0.398064063,0.50832387,0.222124952,-0.425200979,-0.751069648,0.422132886,0.253771007,0.5981,0.3277,0.5349,0.1646
kmr,grc,51.75,0.635690239,-0.156174237,0.000859599,0.835009394,0.398064063,0.454270198,-0.135490192,-0.425200979,0.365891174,-0.838719606,0.271528871,0.8893,0.5456,0.6328,0.0929
kmr,no,37.24,0.989831481,-1.715558431,0.03008596,0.950205759,0.398064063,0.548503445,-0.097727089,-0.425200979,0.311650659,-0.608284632,0.248581246,0.8804,0.5456,0.6328,0.1729
kmr,ar,21.04,1.067903178,-3.525947416,0.000286533,0.939094508,0.398064063,0.539414189,-6.277992451,-0.425200979,0.94622662,0.422132886,0.194733451,0.6488,0.5456,0.6328,1
kmr,la,50.16,0.7911146,-0.557382873,0.012034384,0.888559778,0.398064063,0.498075631,-0.140499884,-0.425200979,0.372616039,-0.608284632,0.226157951,0.8719,0.5456,0.6328,0.1331
kmr,et,51.77,0.607535191,-0.101292234,0.02722063,1.142902918,0.398064063,0.706134106,0.248667969,-0.425200979,-0.988924954,0.422132886,0.226157951,0.8719,0.5456,0.6328,0.1445
kmr,ko,33.75,1.029552309,-2.29016468,0.008309456,1.174253101,0.398064063,0.731779268,0.181922155,-0.425200979,-0.487593771,0.422132886,0.28720876,0.6641,0.4934,0.597,0.3615
kmr,ja,27.85,1.048893057,-2.746255319,0,1.705798409,0.398064063,1.166595422,-3.817461986,-0.425200979,0.945428802,0.422132886,0.272590492,0.6178,0.5295,0.521,0.3955
kmr,ru,41.76,0.94863918,-1.33707497,0.01260745,1.761815298,0.398064063,1.212418512,0.01571526,-0.425200979,0.099357697,-0.838719606,0.226901957,0.5931,0.3333,0.5149,0.1463
kmr,cs,53.17,0.454958629,0.138948285,0.036389685,2.014510541,0.398064063,1.41912897,-0.136696721,-0.425200979,0.367520279,-0.449164142,-0.011120865,0.5796,0.5456,0.5104,0.1321
hsb,bxr,58.47,-0.135134465,0.372513069,0.004459093,-1.262667107,0.239661972,-1.170635634,0.594078182,0.296045468,-1.214394217,0.422132886,-7.254351635,0,0.0002,0,0.2964
hsb,kmr,56.71,0.278068353,0.001038092,0.005234587,-1.411374383,0.239661972,-1.292281569,0.336384322,0.296045468,-0.285701536,-0.332374194,0.194733451,0.6488,0.5456,0.6328,0.1374
hsb,kk,60.94,-0.614193059,0.595038924,0.006591702,-1.154024756,0.239661972,-1.081763719,0.610158789,0.296045468,-0.972318078,0.422132886,0.38084066,0.9153,0.879,0,0.1986
hsb,hy,60.52,-0.455055623,0.535822203,0.00271423,-1.620394233,0.239661972,-1.463264561,0.538666368,0.296045468,-3.545804719,-1.203388694,-0.05581593,0.6193,0.6162,0.6737,0.1329
hsb,swl,58.55,-0.192175941,0.407126813,0.000193874,-2.356041951,0.239661972,-2.065041131,0.470083725,0.296045468,-1.299519986,0.422132886,-7.254351635,0,0.0002,0,0.0431
hsb,lt,60.71,-0.531780179,0.565820192,0.003683598,-2.169620395,0.239661972,-1.912544057,0.557075778,0.296045468,-2.151672907,-3.494432683,0.060953666,0.6364,0.641,0.6506,0.0384
hsb,be,61.27,-0.799968056,0.651293541,0.004071345,-1.880461018,0.239661972,-1.676005108,0.543622809,0.296045468,-2.949794927,-4.755285175,0.237867305,0.8524,0.0002,0,0.0396
hsb,mr,56.89,0.198601342,0.094830555,0.000581621,-1.757804127,0.239661972,-1.575668981,0.518209078,0.296045468,-2.697269778,-0.449164142,0.14281965,0.6641,0.0002,0.6284,0.3269
hsb,cop,59.13,-0.315866075,0.473314016,0.000969368,-1.687224999,0.239661972,-1.517933649,0.478168551,0.296045468,-1.428599372,0.422132886,0.153092308,0.8163,0.0002,0,0.1395
hsb,ta,54.08,0.766672628,-1.33707497,0.005622334,-1.575848971,0.239661972,-1.426825523,0.552921618,0.296045468,-2.33837853,0.422132886,0.122337422,0.6539,0.0002,0.6196,0.3662
hsb,ga,55.28,0.607535191,-0.640743812,0.010856921,-1.19383975,0.239661972,-1.11433329,0.276368681,0.296045468,-0.070961895,-0.332374194,0.091659201,0.6389,0.0002,0.6068,0.0754
hsb,hu,57.44,0.067618953,0.222309224,0.01512214,-0.7849374,0.239661972,-0.779841865,0.429483918,0.296045468,-0.842061603,0.422132886,-0.044894178,0.605,0.5922,0.6461,0.0307
hsb,te,52.99,0.7911146,-1.510472583,0.000969368,-1.003873768,0.239661972,-0.958936795,0.267422647,0.296045468,-0.044236298,0.422132886,0.184272917,0.6145,0.641,0.5608,0.3402
hsb,af,56.6,0.315769081,-0.048963826,0.012214036,-0.733244548,0.239661972,-0.737555936,-0.040792995,0.296045468,0.484579221,-0.332374194,0.194733451,0.7015,0.0002,0.669,0.414
hsb,vi,55.54,0.487194654,-0.338984942,0.013765025,-0.417184462,0.239661972,-0.479011595,-0.193243969,0.296045468,0.611264607,0.422132886,0.122337422,0.6218,0.5456,0.6153,0.4289
hsb,ug,58.78,-0.252302205,0.440707155,0.00484684,-0.315316276,0.239661972,-0.395681101,0.406976088,0.296045468,-0.666667384,0.422132886,0.173822306,0.8122,0.7877,0,0.2407
hsb,el,56.88,0.239044525,0.048911611,0.008918185,-0.542419107,0.239661972,-0.581456384,0.153675171,0.296045468,0.219316417,-0.608284632,-0.05581593,0.6266,0.5922,0.6929,0.0634
hsb,sme,58.46,-0.080876632,0.336800294,0.005622334,-0.388487397,0.239661972,-0.455536743,0.42522521,0.296045468,-0.80583327,0.422132886,0.226901957,0.8474,0.0002,0,0.0993
hsb,gl,43.72,0.905862176,-3.525947416,0.021519969,-0.211337709,0.239661972,-0.310624268,0.031556193,0.296045468,0.403742364,-0.02999995,0.205329146,0.696,0.0002,0.6552,0.0968
hsb,sr,69.16,-2.24485516,0.851797477,0.03935634,-0.229966783,0.239661972,-0.325863274,0.207702732,0.296045468,0.109166809,-2.233580191,0.173822306,0.8163,0.8278,0,0.0475
hsb,got,57.04,0.156631645,0.138948285,0.002520357,0.006107477,0.239661972,-0.132749159,-0.108965856,0.296045468,0.547366481,-1.86862859,0.184272917,0.829,0.0002,0,0.0613
hsb,tr,55.69,0.421760194,-0.213871905,0.005816208,0.036641409,0.239661972,-0.107771708,0.492302833,0.296045468,-1.711525831,0.422132886,-0.033936732,0.5932,0.5922,0.6196,0.0952
hsb,zh,55.5,0.548991939,-0.479775695,0.000775494,-0.049863605,0.239661972,-0.178534778,0.882936738,0.296045468,0.751193358,0.422132886,-7.254351635,0,0.0002,0,1
hsb,ur,54.82,0.663150029,-0.828655923,0.010663048,-0.030952832,0.239661972,-0.163065335,-0.424299632,0.296045468,0.733581507,-0.332374194,0.173822306,0.6564,0.0002,0.6025,0.2645
hsb,cu,55.74,0.387540111,-0.156174237,0.000193874,0.121165861,0.239661972,-0.038628783,-0.062859718,0.296045468,0.506160295,-3.494432683,-7.254351635,0,0.0002,0,0.0524
hsb,sv,62.29,-1.023126909,0.70486833,0.022683211,0.084938089,0.239661972,-0.068263925,0.056818549,0.296045468,0.371247578,-0.449164142,0.101953066,0.6463,0.0002,0.6153,0.0485
hsb,da,63.31,-1.154109298,0.730728271,0.02753005,0.020753081,0.239661972,-0.120768722,0.166051374,0.296045468,0.19601661,-0.449164142,0.132567348,0.8082,0.0002,0,0.0262
hsb,id,60.12,-0.383284594,0.50500225,0.034897247,0.031255459,0.239661972,-0.112177538,0.172049588,0.296045468,0.184339199,0.422132886,0.071157188,0.6413,0.5687,0.669,0.5502
hsb,uk,52.26,0.815030898,-1.715558431,0.014734393,0.066423317,0.239661972,-0.08340943,0.410337873,0.296045468,-0.690554708,-3.494432683,0.050634602,0.6667,0.0002,0.6737,0.0397
hsb,fa,58.08,-0.029143352,0.299916402,0.001938736,0.081465131,0.239661972,-0.071104883,-0.192955946,0.296045468,0.611067984,0.422132886,-7.254351635,0,0.0002,0,1
hsb,he,54.47,0.716115514,-1.054381944,0.010663048,0.10728665,0.239661972,-0.049982293,0.364323343,0.296045468,-0.414184157,0.422132886,-0.05581593,0.6564,0.0002,0.7028,0.1402
hsb,eu,61.17,-0.703205751,0.62351786,0.01725475,0.373166954,0.239661972,0.167513844,0.279740544,0.296045468,-0.081336087,0.422132886,-0.067041286,0.6169,0.641,0.669,0.0737
hsb,lv,63.48,-1.302604883,0.756007041,0.01996898,0.261697161,0.239661972,0.076329017,0.317569339,0.296045468,-0.210720395,-3.494432683,0.091659201,0.7583,0.5922,0,0.0447
hsb,sl,68.61,-1.924934002,0.828603708,0.052927491,0.288932895,0.239661972,0.098608467,0.305267147,0.296045468,-0.165803241,-3.494432683,0.101953066,0.6771,0.0002,0.669,0.0277
hsb,hr,71.12,-3.46658341,0.896797794,0.056804963,0.364792903,0.239661972,0.16066368,0.182701018,0.296045468,0.162948429,-2.233580191,0.38084066,0.7551,0.0002,0.6832,0.0347
hsb,ro,57.26,0.113015663,0.181400792,0.033346258,0.414467563,0.239661972,0.201298682,0.095899013,0.296045468,0.315699483,-0.243318895,0.050634602,0.6364,0.641,0.6552,0.0448
hsb,sk,65.77,-1.676783874,0.804921614,0.047499031,0.491798613,0.239661972,0.26455724,0.373326558,0.296045468,-0.460929804,-5.786041741,-7.254351635,0,0.0002,0,0.0217
hsb,bg,64.61,-1.474030455,0.780730189,0.014734393,0.527169226,0.239661972,0.293491206,0.164845862,0.296045468,0.19833255,-2.740208131,0.050634602,0.6266,0.6162,0.6416,0.0592
hsb,pt,54.96,0.635690239,-0.730780486,0.034315626,0.585499152,0.239661972,0.341206413,-0.05503903,0.296045468,0.498658543,0.03209309,0.060953666,0.6463,0.0002,0.6328,0.0871
hsb,nl,57.79,0.020289896,0.261781973,0.031795269,0.670041654,0.239661972,0.410364102,-0.004860522,0.296045468,0.446510255,-0.173197196,0.091659201,0.6389,0.0002,0.6068,0.0327
hsb,en,56.59,0.352233495,-0.101292234,0.033540132,0.815399084,0.239661972,0.529269787,-0.130261744,0.296045468,0.564802418,-0.173197196,-0.012409354,0.5839,0.5687,0.5983,0.0534
hsb,it,49.08,0.861373644,-2.29016468,0.033540132,0.700347573,0.239661972,0.435155034,-0.02499702,0.296045468,0.468312503,-0.173197196,0.050634602,0.6667,0.0002,0.6737,0.046
hsb,ca,54.15,0.741681352,-1.186871125,0.029081039,0.817820435,0.239661972,0.531250507,-0.246718257,0.296045468,0.645533481,-0.116352177,0.132567348,0.6488,0.6162,0.6461,0.0667
hsb,hi,54.54,0.689948072,-0.935866334,0.008336565,0.816481051,0.239661972,0.53015486,-0.641863324,0.296045468,0.804688496,-0.332374194,0.008936136,0.5563,0.5922,0.5363,0.2988
hsb,pl,69.38,-2.695758706,0.874522652,0.054090733,0.841930331,0.239661972,0.550972951,0.361766802,0.296045468,-0.401432199,-5.786041741,0.040197348,0.6339,0.6162,0.6597,0.0149
hsb,de,47.76,0.883840368,-2.746255319,0.045560295,0.769254139,0.239661972,0.491522172,0.129885972,0.296045468,0.261318686,-0.449164142,0.008936136,0.5956,0.5456,0.6153,0.016
hsb,fro,51.48,0.838443657,-1.966563222,0.009887553,0.859741622,0.239661972,0.565542992,-0.49400374,0.296045468,0.759897226,-0.02999995,0.173822306,0.8247,0.0002,0,0.054
hsb,es,55.43,0.578648763,-0.557382873,0.030244281,0.859823065,0.239661972,0.565609614,-0.229308782,0.296045468,0.634847328,-0.02999995,-0.023109476,0.629,0.5922,0.6832,0.0846
hsb,fr,55.52,0.5185225,-0.407179028,0.041101202,0.807823214,0.239661972,0.523072553,-0.034282494,0.296045468,0.477960408,0.057463798,-0.001674112,0.5862,0.5456,0.6025,0.0481
hsb,fi,62.12,-0.905959169,0.678399863,0.019775107,0.90108784,0.239661972,0.599365139,0.222124952,0.296045468,0.07561926,0.422132886,-0.001674112,0.6145,0.5687,0.6506,0.0817
hsb,grc,55.66,0.454958629,-0.274689847,0.000193874,0.835009394,0.239661972,0.545311467,-0.135490192,0.296045468,0.568941335,-0.838719606,0.173822306,0.8247,0.0002,0,0.0698
kk,bxr,52.51,-0.905959169,0.874522652,0.035478868,-1.262667107,0.764342654,-1.472194752,0.594078182,0.580739826,-2.594890946,0.422132886,0.38084066,0.838,0.0002,0,0.1583
kk,kmr,53.14,-1.474030455,0.961092889,0.000193874,-1.411374383,0.764342654,-1.593840687,0.336384322,0.580739826,-0.019805302,0.422132886,0.177624515,0,0.0002,0,0.101
kk,hsb,52.99,-1.154109298,0.918640382,0.006785576,-1.522668683,0.764342654,-1.684881956,0.532677047,0.580739826,-1.102316581,0.422132886,0.38084066,0.8043,0.0002,0,0.1986
kk,hy,50.35,-0.252302205,0.678399863,0.035284994,-1.620394233,0.764342654,-1.76482368,0.538666368,0.580739826,-1.176364299,0.422132886,0.306947692,0.8043,0.0002,0,0.0876
kk,swl,50.52,-0.315866075,0.70486833,0.01240791,-2.356041951,0.764342654,-2.366600249,0.470083725,0.580739826,-0.571995945,0.422132886,0.38084066,0.6315,0.641,0.6737,0.1937
kk,lt,48.13,0.156631645,0.440707155,0,-2.169620395,0.764342654,-2.214103176,0.557075778,0.580739826,-1.453432254,0.422132886,0.26892858,0.6315,0.6162,0.6597,0.1674
kk,be,48.62,0.067618953,0.50500225,0.025203567,-1.880461018,0.764342654,-1.977564226,0.543622809,0.580739826,-1.242810167,0.422132886,0.341478567,0.6364,0.6162,0.688,0.1607
kk,mr,51.55,-0.614193059,0.804921614,0.096936797,-1.757804127,0.764342654,-1.877228099,0.518209078,0.580739826,-0.946122202,0.422132886,0.223300288,0.6878,0.0002,0.6784,0.1427
kk,cop,50.08,-0.192175941,0.651293541,0.010746606,-1.687224999,0.764342654,-1.819492767,0.478168551,0.580739826,-0.623829093,0.422132886,0.376433247,0.9153,0.879,0,0.1691
kk,ta,53.05,-1.302604883,0.940066895,0.00245098,-1.575848971,0.764342654,-1.728384642,0.552921618,0.580739826,-1.3829069,0.422132886,0.237009626,0.837,0.8136,0.6328,0.1854
kk,ga,48.69,-0.029143352,0.565820192,0.006410256,-1.19383975,0.764342654,-1.415892409,0.276368681,0.580739826,0.128733662,0.422132886,0.391870257,0.9153,0.879,0,0.2697
kk,hu,53.34,-1.676783874,0.981733063,0.005090498,-0.7849374,0.764342654,-1.081400983,0.429483918,0.580739826,-0.354679295,0.422132886,0.304218956,0.8792,1,0.6737,0.1825
kk,te,51.87,-0.703205751,0.828603708,0.000188537,-1.003873768,0.764342654,-1.260495914,0.267422647,0.580739826,0.147908286,0.422132886,0.188419834,0.9153,0.879,0,0.1541
kk,af,46.64,0.387540111,0.222309224,0.002073906,-0.733244548,0.764342654,-1.039115054,-0.040792995,0.580739826,0.555104451,0.422132886,0.276589934,0.8742,1,0.6506,0.3996
kk,vi,52.36,-0.799968056,0.851797477,0.008861237,-0.417184462,0.764342654,-0.780570714,-0.193243969,0.580739826,0.659579396,0.422132886,0.384810034,0.8516,0.879,0,0.2329
kk,ug,57.41,-3.46658341,1.060702879,0.000188537,-0.315316276,0.764342654,-0.69724022,0.406976088,0.580739826,-0.257291649,-4.755285175,0.19832169,0.8648,0.879,0.6284,0.0578
kk,el,47.9,0.239044525,0.372513069,0.000188537,-0.542419107,0.764342654,-0.883015502,0.153675171,0.580739826,0.344564748,0.422132886,0.413738835,0.8806,0.879,0,0.167
kk,sme,49.74,-0.135134465,0.62351786,0.006410256,-0.388487397,0.764342654,-0.757095862,0.42522521,0.580739826,-0.335198686,0.422132886,0.347362052,0.8684,0.879,0.6196,0.1954
kk,gl,42.95,0.861373644,-0.828655923,0.005090498,-0.211337709,0.764342654,-0.612183387,0.031556193,0.580739826,0.489714648,0.422132886,0.435982174,0.937,0.879,0.6068,0.2923
kk,sr,46.52,0.454958629,0.138948285,0.010935143,-0.229966783,0.764342654,-0.627422393,0.207702732,0.580739826,0.260751022,0.422132886,0.3697819,0.8831,1,0.6461,0.1763
kk,got,49.51,-0.080876632,0.595038924,0.000188537,0.006107477,0.764342654,-0.434308277,-0.108965856,0.580739826,0.606588418,0.422132886,0.283488757,0.8806,1,0.5608,0.1435
kk,tr,57.3,-2.695758706,1.04147407,0.009426848,0.036641409,0.764342654,-0.409330826,0.492302833,0.580739826,-0.723567185,-4.365070501,0.301367808,0.8873,0.879,0.669,0.1378
kk,zh,48.68,0.020289896,0.535822203,0.009992459,-0.049863605,0.764342654,-0.480093896,0.882936738,0.580739826,0.435052149,0.422132886,0.38084066,0.9092,0.8136,0.6153,1
kk,ur,29.33,1.048893057,-2.746255319,0.005656109,-0.030952832,0.764342654,-0.464624454,-0.424299632,0.580739826,0.762603572,0.422132886,0.19832169,0.6983,0.6082,0,0.0939
kk,cu,46.21,0.5185225,0.048911611,0.010369532,0.121165861,0.764342654,-0.340187902,-0.062859718,0.580739826,0.572733378,0.422132886,0.38084066,0.9389,1,0.6929,0.1733
kk,sv,45.88,0.578648763,-0.048963826,0.00433635,0.084938089,0.764342654,-0.369823044,0.056818549,0.580739826,0.46372366,0.422132886,0.389695726,0.8564,0.879,0,0.1908
kk,da,44.7,0.689948072,-0.274689847,0.012066365,0.020753081,0.764342654,-0.42232784,0.166051374,0.580739826,0.326649291,0.422132886,0.38220055,0.9632,0.879,0.6552,0.2137
kk,id,54.55,-1.924934002,1.002001321,0.008861237,0.031255459,0.764342654,-0.413736657,0.172049588,0.580739826,0.317707539,0.422132886,0.395894956,0.8806,1,0,0.3527
kk,uk,45.79,0.607535191,-0.101292234,0.000188537,0.066423317,0.764342654,-0.384968549,0.410337873,0.580739826,-0.271009035,0.422132886,0.339399385,0.806,0.879,0,0.1641
kk,fa,51.19,-0.531780179,0.780730189,0.000188537,0.081465131,0.764342654,-0.372664002,-0.192955946,0.580739826,0.65941544,0.422132886,0.38084066,0.8861,1,0.6196,1
kk,he,44.41,0.766672628,-0.479775695,0.000188537,0.10728665,0.764342654,-0.351541412,0.364323343,0.580739826,-0.103751334,0.422132886,0.362440952,0.9153,0.879,0,0.1488
kk,eu,50.65,-0.383284594,0.730728271,0.013763198,0.373166954,0.764342654,-0.134045274,0.279740544,0.580739826,0.121330446,0.422132886,0.309555085,0.8675,0.879,0.6025,0.2669
kk,lv,40.7,0.94863918,-1.33707497,0.00188537,0.261697161,0.764342654,-0.225230101,0.317569339,0.580739826,0.030917935,0.422132886,0.391870257,0.9153,0.879,0,0.1679
kk,sl,40.94,0.927456349,-1.186871125,0.010935143,0.288932895,0.764342654,-0.202950651,0.305267147,0.580739826,0.061897815,0.422132886,0.323039177,0.9358,0.879,0.6153,0.2015
kk,hr,46,0.548991939,0.001038092,0.010935143,0.364792903,0.764342654,-0.140895439,0.182701018,0.580739826,0.301392925,0.422132886,0.137776262,0.8855,0.879,0,0.195
kk,ro,45.48,0.635690239,-0.156174237,0.01979638,0.414467563,0.764342654,-0.100260437,0.095899013,0.580739826,0.419698121,0.422132886,0.399594352,0.9047,0.805,0.669,0.1656
kk,sk,47.02,0.315769081,0.299916402,0.022624434,0.491798613,0.764342654,-0.037001878,0.373326558,0.580739826,-0.133337921,0.422132886,0.38084066,0.8982,0.879,0.6737,0.1846
kk,bg,46.83,0.352233495,0.261781973,0.000754148,0.527169226,0.764342654,-0.008067912,0.164845862,0.580739826,0.328425634,0.422132886,0.339399385,0.9153,0.879,0,0.165
kk,pt,39.08,0.989831481,-1.715558431,0.009426848,0.585499152,0.764342654,0.039647294,-0.05503903,0.580739826,0.566597381,0.422132886,0.397849286,0.901,0.879,0.7028,0.2804
kk,nl,43.44,0.838443657,-0.730780486,0.009049774,0.670041654,0.764342654,0.108804984,-0.004860522,0.580739826,0.524181931,0.422132886,0.254492816,0.8799,1,0.669,0.2301
kk,en,47.12,0.278068353,0.336800294,0.008295626,0.815399084,0.764342654,0.227710669,-0.130261744,0.580739826,0.620989508,0.422132886,0.408777668,0.9085,1,0,0.2488
kk,it,34.14,1.009869229,-1.966563222,0.01300905,0.700347573,0.764342654,0.133595915,-0.02499702,0.580739826,0.54186385,0.422132886,0.273297552,0.8952,0.879,0.669,0.2141
kk,ca,46.4,0.487194654,0.094830555,0.012254902,0.817820435,0.764342654,0.229691388,-0.246718257,0.580739826,0.688237707,0.422132886,0.38220055,0.9097,0.879,0.6832,0.252
kk,hi,48.44,0.113015663,0.473314016,0.018099548,0.816481051,0.764342654,0.228595742,-0.641863324,0.580739826,0.823397284,0.422132886,0.288599856,0.9374,1,0.6552,0.107
kk,pl,47.98,0.198601342,0.407126813,0.013763198,0.841930331,0.764342654,0.249413832,0.361766802,0.580739826,-0.095590781,0.422132886,0.277411175,0.9153,0.879,0,0.1839
kk,de,43.91,0.815030898,-0.640743812,0.031108597,0.769254139,0.764342654,0.189963054,0.129885972,0.580739826,0.377106547,0.422132886,0.288599856,0.9081,1,0.6416,0.2074
kk,fro,44.82,0.663150029,-0.213871905,0.019607843,0.859741622,0.764342654,0.263983873,-0.49400374,0.580739826,0.785027872,0.422132886,0.289757482,0.9358,0.879,0.6328,0.2493
kk,es,44.5,0.716115514,-0.338984942,0.01546003,0.859823065,0.764342654,0.264050496,-0.229308782,0.580739826,0.67928356,0.422132886,0.41009653,0.8734,0.879,0.6068,0.2725
kk,fr,42.94,0.883840368,-0.935866334,0.013386124,0.807823214,0.764342654,0.221513434,-0.034282494,0.580739826,0.54971202,0.422132886,0.407456893,0.9164,0.805,0.5983,0.2459
kk,fi,44.05,0.7911146,-0.557382873,0.018853695,0.90108784,0.764342654,0.297806021,0.222124952,0.580739826,0.235678086,0.422132886,0.407456893,0.8638,0.879,0.6737,0.1789
kk,grc,44.47,0.741681352,-0.407179028,0.018288084,0.835009394,0.764342654,0.243752348,-0.135490192,0.580739826,0.624414539,0.422132886,0.441483686,0.9354,1,0.6461,0.1827
kk,no,40.69,0.969426046,-1.510472583,0.010746606,0.950205759,0.764342654,0.337985595,-0.097727089,0.580739826,0.598685009,0.422132886,0.357513927,0.8942,1,0.5363,0.2114
kk,ar,29.62,1.029552309,-2.29016468,0.010558069,0.939094508,0.764342654,0.32889634,-6.277992451,0.580739826,0.94623113,0.422132886,0.38084066,0.8749,1,0.6597,1
kk,la,42.82,0.905862176,-1.054381944,0.021870287,0.888559778,0.764342654,0.287557781,-0.140499884,0.580739826,0.627656647,0.422132886,0.315085213,0.8564,0.8136,0.6153,0.2168
kk,et,46.64,0.387540111,0.222309224,0.000942685,1.142902918,0.764342654,0.495616256,0.248667969,0.580739826,0.186036003,0.422132886,0.384810034,0.8108,0.879,0,0.1756
kk,ko,55.58,-2.24485516,1.021910831,0.017533937,1.174253101,0.764342654,0.521261419,0.181922155,0.580739826,0.302605293,0.422132886,0.295293709,0.9385,1,0.6832,0.2613
kk,ja,24.73,1.067903178,-3.525947416,0.021493213,1.705798409,0.764342654,0.956077573,-3.817461986,0.580739826,0.945731561,0.422132886,0.281389562,0.9441,1,0.6025,0.2955
kk,ru,52.66,-1.023126909,0.896797794,0.013574661,1.761815298,0.764342654,1.001900663,0.01571526,0.580739826,0.505121087,0.422132886,0.354394011,0.9107,0.805,0.6506,0.0712
kk,cs,51.11,-0.455055623,0.756007041,0.000188537,2.014510541,0.764342654,1.20861112,-0.136696721,0.580739826,0.625198887,0.422132886,0.315085213,0.9378,0.879,0,0.197
hy,bxr,67.63,-3.46658341,0.940066895,0.016779789,-1.262667107,0.100571904,-1.09069391,0.594078182,0.318052278,-1.320242826,0.422132886,-0.05581593,0.8648,0.879,0,0.2366
hy,kmr,65.55,-0.905959169,0.730728271,0.000188537,-1.411374383,0.100571904,-1.212339845,0.336384322,0.318052278,-0.260940208,-0.332374194,0.074240067,0.9153,0.879,0,0.0188
hy,hsb,65.85,-1.302604883,0.804921614,0.000377074,-1.522668683,0.100571904,-1.303381114,0.532677047,0.318052278,-3.555853574,-0.608284632,-0.05581593,0.8305,0.879,0,0.1329
hy,kk,65.94,-1.474030455,0.828603708,0.017156863,-1.154024756,0.100571904,-1.001821996,0.610158789,0.318052278,-1.056414652,0.422132886,0.306947692,0.8877,0.879,0,0.0876
hy,swl,62.98,0.113015663,0.261781973,0.013197587,-2.356041951,0.100571904,-1.985099407,0.470083725,0.318052278,-1.21475678,0.422132886,-0.05581593,0.844,0.7699,0.6737,0.1459
hy,lt,66.01,-1.676783874,0.851797477,0,-2.169620395,0.100571904,-1.832602333,0.557075778,0.318052278,-2.433196825,-1.203388694,-0.20957214,0.8757,1,0.6597,0.1144
hy,be,63.6,-0.135134465,0.440707155,0.05693816,-1.880461018,0.100571904,-1.596063384,0.543622809,0.318052278,-3.732467927,-0.838719606,0.164711378,0.9059,1,0.688,0.1037
hy,mr,61.6,0.421760194,-0.101292234,0.022058824,-1.757804127,0.100571904,-1.495727257,0.518209078,0.318052278,-2.362262532,-0.449164142,0.139687855,0.8919,0.879,0.6784,0.1949
hy,cop,62.23,0.278068353,0.094830555,0.003179089,-1.687224999,0.100571904,-1.437991925,0.478168551,0.318052278,-1.331215528,0.422132886,0.218809355,0.6193,0.6162,0.6737,0.0858
hy,ta,65.46,-0.799968056,0.70486833,0.001059696,-1.575848971,0.100571904,-1.3468838,0.552921618,0.318052278,-2.687713117,0.422132886,0.029177328,0.5541,0.5295,0.4757,0.2334
