Target lang,Transfer lang,Accuracy,Rank,Accuracy level,Word overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
et,en,44.7,-0.070944878,0.584585529,,0.123949994,0.899421764,-0.547472344,-1.059034404,0.29540105,0.772284942,0.590200479,0.023676003,,,,0.0814
et,fi,59.45,-2.948849201,1.092153523,,0.034221368,0.899421764,-0.609419694,1.471043869,0.29540105,-2.067607743,-1.448332833,-0.368909102,,,,0.0298
et,bg,43.49,0.12954998,0.451078002,,-0.363406583,0.899421764,-0.883936302,0.573460789,0.29540105,0.033336441,0.590200479,-0.332164532,,,,0.0902
et,sl,46.1,-0.311785697,0.704718761,,-0.462645896,0.899421764,-0.952449694,0.939384218,0.29540105,-0.386715314,0.590200479,-0.307829001,,,,0.0785
et,sk,40.66,0.520115216,0.032994838,,-0.427488318,0.899421764,-0.928177409,1.152921784,0.29540105,-0.780575324,0.590200479,0.30409949,,,,0.0625
et,ro,40.37,0.705123674,-0.312318741,,-0.534291076,0.899421764,-1.001912494,0.163514759,0.29540105,0.326453901,0.590200479,-0.031886151,,,,0.0732
et,hr,45.23,-0.185334185,0.646154437,,-0.686027734,0.899421764,-1.106669296,0.734470446,0.29540105,-0.125256192,0.590200479,0.48897532,,,,0.0822
et,ar,22.2,1.050393749,-2.117708781,,-0.835972599,0.899421764,-1.21018907,-0.898723408,0.29540105,0.733835952,0.590200479,0.30409949,,,,1
et,lv,55.3,-2.116948288,1.05003234,,-0.934988279,0.899421764,-1.278548069,1.20895374,0.29540105,-0.918542712,0.590200479,0.183885046,,,,0.0157
et,he,24.32,1.006746054,-1.631016627,,-1.096068136,0.899421764,-1.389755281,-0.619437084,0.29540105,0.656100096,0.590200479,0.210878637,,,,0.1644
et,uk,43.28,0.218492836,0.378308417,,-1.24989735,0.899421764,-1.495956753,1.589955549,0.29540105,-4.025855595,0.590200479,-0.219120412,,,,0.0634
et,id,31.23,0.914379004,-1.017857028,,-1.263853054,0.899421764,-1.505591571,0.525274709,0.29540105,0.07495939,0.590200479,0.080087575,,,,0.5264
et,da,47.27,-0.798416536,0.865000571,,-1.287183995,0.899421764,-1.521698916,0.592216931,0.29540105,0.016476423,0.590200479,-0.329402264,,,,0.048
et,sv,49.56,-1.285047375,0.961078277,,-1.32474757,0.899421764,-1.547632267,0.487224407,0.29540105,0.10621659,0.590200479,0.005662409,,,,0.0153
et,zh,35.17,0.814306121,-0.613979125,,-1.411973294,0.899421764,-1.60785165,0.307574441,0.29540105,0.237368995,0.590200479,0.30409949,,,,1
pl,cs,81.75,-2.948849201,1.092153523,,2.821498253,0.940946336,1.285649604,-1.157382288,0.523415769,0.824116874,-1.901491133,-0.091684996,,,,0.0165
pl,ru,76.8,-1.285047375,0.961078277,,1.873754059,0.940946336,0.631340669,-0.499150064,0.523415769,0.664422062,-2.104593978,-0.18997029,,,,0.1763
pl,no,62.61,0.301296653,0.300840858,,1.241510192,0.940946336,0.194848614,-0.840558589,0.523415769,0.755812937,0.053878439,0.215171006,,,,0.0526
pl,es,66.28,-0.185334185,0.646154437,,1.136962251,0.940946336,0.122670222,-1.487610089,0.523415769,0.882415809,0.354869848,0.043346216,,,,0.0984
pl,ko,16.61,1.092509625,-2.949714514,,1.089662201,0.940946336,0.090014949,1.411236708,0.523415769,-1.074422724,0.590200479,0.292849961,,,,0.3976
pl,et,61.86,0.451514869,0.129072545,,0.749460668,0.940946336,-0.144855287,0.787207604,0.523415769,-0.027773334,0.590200479,-0.091684996,,,,0.0447
pl,nl,61.59,0.585005577,-0.071447576,,0.504323909,0.940946336,-0.314094173,-0.337975443,0.523415769,0.613108993,0.28033711,0.001812783,,,,0.0466
pl,pt,62.64,0.218492836,0.378308417,,0.525078257,0.940946336,-0.29976567,-1.07504565,0.523415769,0.807659084,0.387188656,-0.342917648,,,,0.1016
pl,la,51.48,0.914379004,-1.017857028,,0.338757432,0.940946336,-0.428398883,0.049408809,0.523415769,0.460880491,0.053878439,0.069345408,,,,0.0599
pl,fr,66.09,-0.070944878,0.584585529,,0.251315147,0.940946336,-0.488767777,-0.597421851,0.523415769,0.692944383,0.400393857,0.067503504,,,,0.063
pl,de,63.52,0.12954998,0.451078002,,0.130052999,0.940946336,-0.572485416,0.416645311,0.523415769,0.262521091,0.136699067,0.048422959,,,,0.0282
pl,hi,36.22,1.050393749,-2.117708781,,0.161022962,0.940946336,-0.5511042,-2.08567128,0.523415769,0.963266249,0.19748707,0.048422959,,,,0.2847
pl,ca,65.89,0.033484377,0.519686992,,0.149517012,0.940946336,-0.559047742,-1.636763242,0.523415769,0.905229044,0.309924375,0.041203381,,,,0.0797
pl,it,67.77,-0.311785697,0.704718761,,0.044203098,0.940946336,-0.631754951,-0.916818639,0.523415769,0.77353665,0.28033711,-0.409872056,,,,0.0537
pl,en,62.22,0.378754452,0.218026607,,0.123949994,0.940946336,-0.576698843,-1.059034404,0.523415769,0.804359385,0.28033711,0.141940834,,,,0.0666
pl,fi,55.01,0.814306121,-0.613979125,,0.034221368,0.940946336,-0.638646193,1.471043869,0.523415769,-1.278414843,0.590200479,-0.137884786,,,,0.0745
pl,bg,72.65,-0.613408078,0.813914965,,-0.363406583,0.940946336,-0.913162801,0.573460789,0.523415769,0.153984069,-1.055766477,-0.204789929,,,,0.0528
pl,sl,77.18,-1.630317449,1.006379146,,-0.462645896,0.940946336,-0.981676193,0.939384218,0.523415769,-0.190317434,-1.448332833,-0.426361356,,,,0.0341
pl,sk,79.09,-2.116948288,1.05003234,,-0.427488318,0.940946336,-0.957403907,1.152921784,0.523415769,-0.491024576,-2.64109249,0.17167233,,,,0.0183
pl,ro,70.89,-0.453146461,0.760558157,,-0.534291076,0.940946336,-1.031138993,0.163514759,0.523415769,0.406097714,0.243839465,-0.409872056,,,,0.0365
pl,hr,75.01,-1.017235098,0.914000457,,-0.686027734,0.940946336,-1.135895795,0.734470446,0.523415769,0.021436119,-0.792071687,0.554111155,,,,0.0375
pl,ar,53.45,0.86538529,-0.799010895,,-0.835972599,0.940946336,-1.239415569,-0.898723408,0.523415769,0.769410033,0.590200479,0.17167233,,,,1
pl,lv,60.52,0.646566728,-0.185851296,,-0.934988279,0.940946336,-1.307774567,1.20895374,0.523415769,-0.590511528,-1.448332833,0.201775577,,,,0.0332
pl,he,49.9,0.961450893,-1.285703049,,-1.096068136,0.940946336,-1.41898178,-0.619437084,0.523415769,0.69907182,0.590200479,-0.163234557,,,,0.1332
pl,uk,74.05,-0.798416536,0.865000571,,-1.24989735,0.940946336,-1.525183252,1.589955549,0.523415769,-1.861911852,-1.448332833,-0.536515509,,,,0.029
pl,id,58.23,0.760956035,-0.453697316,,-1.263853054,0.940946336,-1.53481807,0.525274709,0.523415769,0.189242656,0.590200479,-0.097270685,,,,0.5357
pl,da,60.26,0.705123674,-0.312318741,,-1.287183995,0.940946336,-1.550925415,0.592216931,0.523415769,0.139756267,0.136699067,0.115168008,,,,0.035
pl,sv,61.7,0.520115216,0.032994838,,-1.32474757,0.940946336,-1.576858766,0.487224407,0.523415769,0.215843591,0.136699067,0.118477837,,,,0.0444
pl,zh,43.48,1.006746054,-1.631016627,,-1.411973294,0.940946336,-1.637078149,0.307574441,0.523415769,0.32856443,0.590200479,0.17167233,,,,1
nl,cs,54.75,0.520115216,0.032994838,,2.821498253,0.103368804,1.875167026,-1.157382288,-0.701088504,0.621821096,0.136699067,-0.054598585,,,,0.0373
nl,ru,62.81,-1.017235098,0.914000457,,1.873754059,0.103368804,1.220858091,-0.499150064,-0.701088504,0.336208821,-0.066060666,0.10056701,,,,0.2171
nl,no,65.65,-2.116948288,1.05003234,,1.241510192,0.103368804,0.784366036,-0.840558589,-0.701088504,0.503335165,-1.448332833,-0.197834463,,,,0.047
nl,es,62.94,-1.285047375,0.961078277,,1.136962251,0.103368804,0.712187644,-1.487610089,-0.701088504,0.7192253,0.354869848,0.116696548,,,,0.0683
nl,ko,26.52,1.092509625,-2.949714514,,1.089662201,0.103368804,0.679532371,1.411236708,-0.701088504,-0.602977777,0.590200479,0.319927254,,,,0.4315
nl,et,48.89,0.705123674,-0.312318741,,0.749460668,0.103368804,0.444662135,0.787207604,-0.701088504,-1.802281616,0.590200479,0.183885046,,,,0.0693
nl,pl,53.32,0.585005577,-0.071447576,,0.703254081,0.103368804,0.412761773,0.801097958,-0.701088504,-1.891462649,0.053878439,0.001812783,,,,0.0466
nl,pt,60.57,-0.185334185,0.646154437,,0.525078257,0.103368804,0.289751751,-1.07504565,-0.701088504,0.593724731,0.387188656,-0.134557766,,,,0.0653
nl,la,42.43,0.814306121,-0.613979125,,0.338757432,0.103368804,0.161118539,0.049408809,-0.701088504,-0.083277581,0.053878439,0.111595219,,,,0.0627
nl,fr,63.1,-1.630317449,1.006379146,,0.251315147,0.103368804,0.100749645,-0.597421851,-0.701088504,0.389527366,0.400393857,-0.05688926,,,,0.0247
nl,de,66.82,-2.948849201,1.092153523,,0.130052999,0.103368804,0.017032006,0.416645311,-0.701088504,-0.592440087,-3.094299789,-0.628715222,,,,0.0323
nl,hi,32.21,1.006746054,-1.631016627,,0.161022962,0.103368804,0.038413222,-2.08567128,-0.701088504,0.849351225,0.19748707,0.244871494,,,,0.3313
nl,ca,62.09,-0.798416536,0.865000571,,0.149517012,0.103368804,0.030469679,-1.636763242,-0.701088504,0.756495795,0.309924375,-0.194054407,,,,0.0564
nl,it,61.96,-0.613408078,0.813914965,,0.044203098,0.103368804,-0.042237529,-0.916818639,-0.701088504,0.534567309,0.28033711,-0.299355213,,,,0.0574
nl,en,59.88,-0.070944878,0.584585529,,0.123949994,0.103368804,0.012818579,-1.059034404,-0.701088504,0.58805812,-0.912128434,-0.111179847,,,,0.021
nl,fi,38.17,0.961450893,-1.285703049,,0.034221368,0.103368804,-0.049128771,1.471043869,-0.701088504,-0.435035725,0.590200479,0.2034567,,,,0.0919
nl,bg,59.18,0.378754452,0.218026607,,-0.363406583,0.103368804,-0.323645379,0.573460789,-0.701088504,-0.945662804,0.136699067,-0.104652779,,,,0.0886
nl,sl,59.34,0.301296653,0.300840858,,-0.462645896,0.103368804,-0.392158771,0.939384218,-0.701088504,-3.829173185,0.053878439,-0.079994612,,,,0.0477
nl,sk,51.54,0.646566728,-0.185851296,,-0.427488318,0.103368804,-0.367886486,1.152921784,-0.701088504,-1.724753845,0.053878439,0.254639714,,,,0.0525
nl,ro,59.5,0.12954998,0.451078002,,-0.534291076,0.103368804,-0.441621571,0.163514759,-0.701088504,-0.211275447,0.243839465,0.052950486,,,,0.0761
nl,hr,59.44,0.218492836,0.378308417,,-0.686027734,0.103368804,-0.546378373,0.734470446,-0.701088504,-1.517956726,0.19748707,0.517161917,,,,0.0574
nl,ar,32.16,1.050393749,-2.117708781,,-0.835972599,0.103368804,-0.649898147,-0.898723408,-0.701088504,0.527327181,0.590200479,0.254639714,,,,1
nl,lv,56.87,0.451514869,0.129072545,,-0.934988279,0.103368804,-0.718257146,1.20895374,-0.701088504,-1.389972005,-0.255867289,0.108269831,,,,0.0676
nl,he,41.96,0.86538529,-0.799010895,,-1.096068136,0.103368804,-0.829464358,-0.619437084,-0.701088504,0.400838565,0.590200479,0.160840515,,,,0.1682
nl,uk,59.52,0.033484377,0.519686992,,-1.24989735,0.103368804,-0.93566583,1.589955549,-0.701088504,-0.148396732,0.053878439,-0.196258258,,,,0.0721
nl,id,45.42,0.760956035,-0.453697316,,-1.263853054,0.103368804,-0.945300648,0.525274709,-0.701088504,-0.822706785,0.590200479,0.149679297,,,,0.5823
nl,da,61.43,-0.453146461,0.760558157,,-1.287183995,0.103368804,-0.961407993,0.592216931,-0.701088504,-0.997998777,-1.055766477,-0.194054407,,,,0.0215
nl,sv,61.29,-0.311785697,0.704718761,,-1.32474757,0.103368804,-0.987341344,0.487224407,-0.701088504,-0.735544375,-1.055766477,-0.566205054,,,,0.0578
nl,zh,39.7,0.914379004,-1.017857028,,-1.411973294,0.103368804,-1.047560727,0.307574441,-0.701088504,-0.407588925,0.590200479,0.254639714,,,,1
pt,cs,56.4,0.646566728,-0.185851296,,2.821498253,0.273769555,1.755232803,-1.157382288,-0.79873043,0.600387875,0.136699067,0.101339112,,,,0.0859
pt,ru,64.66,-0.070944878,0.584585529,,1.873754059,0.273769555,1.100923867,-0.499150064,-0.79873043,0.299225788,-0.066060666,-0.095210328,,,,0.2778
pt,no,66.28,-0.613408078,0.813914965,,1.241510192,0.273769555,0.664431812,-0.840558589,-0.79873043,0.475926086,0.053878439,0.099279272,,,,0.1109
pt,es,76.78,-2.948849201,1.092153523,,1.136962251,0.273769555,0.592253421,-1.487610089,-0.79873043,0.702257037,-4.91561827,-0.427836068,,,,0.0156
pt,ko,22.55,1.092509625,-2.949714514,,1.089662201,0.273769555,0.559598147,1.411236708,-0.79873043,-0.425898717,0.590200479,0.402276408,,,,0.4962
pt,et,44.63,0.86538529,-0.799010895,,0.749460668,0.273769555,0.324727911,0.787207604,-0.79873043,-2.283664731,0.590200479,-0.058322747,,,,0.1341
pt,pl,47.94,0.760956035,-0.453697316,,0.703254081,0.273769555,0.292827549,0.801097958,-0.79873043,-2.424351606,0.053878439,-0.342917648,,,,0.1016
pt,nl,65.74,-0.311785697,0.704718761,,0.504323909,0.273769555,0.155489025,-0.337975443,-0.79873043,0.193971161,0.28033711,-0.134557766,,,,0.0653
pt,la,43.7,0.914379004,-1.017857028,,0.338757432,0.273769555,0.041184315,0.049408809,-0.79873043,-0.151706072,-4.678743551,0.235742481,,,,0.0686
pt,fr,75.88,-2.116948288,1.05003234,,0.251315147,0.273769555,-0.019184578,-0.597421851,-0.79873043,0.35575506,-1.841046242,-0.202573252,,,,0.0411
pt,de,64.01,0.033484377,0.519686992,,0.130052999,0.273769555,-0.102902218,0.416645311,-0.79873043,-0.719653199,0.136699067,0.002638553,,,,0.0745
pt,hi,30.37,1.006746054,-1.631016627,,0.161022962,0.273769555,-0.081521002,-2.08567128,-0.79873043,0.837781033,0.19748707,0.129625325,,,,0.3738
pt,ca,72.99,-1.285047375,0.961078277,,0.149517012,0.273769555,-0.089464544,-1.636763242,-0.79873043,0.741137189,-6.462260229,-0.306130329,,,,0.0313
pt,it,74.55,-1.630317449,1.006379146,,0.044203098,0.273769555,-0.162171752,-0.916818639,-0.79873043,0.508794805,-2.950661746,-0.854063195,,,,0.069
pt,en,68.22,-0.798416536,0.865000571,,0.123949994,0.273769555,-0.107115645,-1.059034404,-0.79873043,0.564985426,0.28033711,-0.174056734,,,,0.0621
pt,fi,29.35,1.050393749,-2.117708781,,0.034221368,0.273769555,-0.169062995,1.471043869,-0.79873043,-0.275887309,0.590200479,-0.045187123,,,,0.1571
pt,bg,66.18,-0.453146461,0.760558157,,-0.363406583,0.273769555,-0.443579603,0.573460789,-0.79873043,-1.134339948,0.136699067,-0.665109451,,,,0.119
pt,sl,61.97,0.12954998,0.451078002,,-0.462645896,0.273769555,-0.512092995,0.939384218,-0.79873043,-3.860707767,0.053878439,-0.274555487,,,,0.0789
pt,sk,56.99,0.585005577,-0.071447576,,-0.427488318,0.273769555,-0.487820709,1.152921784,-0.79873043,-1.352401622,0.053878439,0.205135902,,,,0.0963
pt,ro,69.52,-1.017235098,0.914000457,,-0.534291076,0.273769555,-0.561555794,0.163514759,-0.79873043,-0.291956688,-2.64109249,-0.513657614,,,,0.115
pt,hr,58.04,0.451514869,0.129072545,,-0.686027734,0.273769555,-0.666312597,0.734470446,-0.79873043,-1.869169374,0.19748707,0.54043542,,,,0.0861
pt,ar,47.43,0.814306121,-0.613979125,,-0.835972599,0.273769555,-0.769832371,-0.898723408,-0.79873043,0.50117932,0.590200479,0.205135902,,,,1
pt,lv,56,0.705123674,-0.312318741,,-0.934988279,0.273769555,-0.838191369,1.20895374,-0.79873043,-1.092315299,-0.255867289,0.102110809,,,,0.1301
pt,he,57.59,0.520115216,0.032994838,,-1.096068136,0.273769555,-0.949398582,-0.619437084,-0.79873043,0.367727954,0.590200479,-0.231008876,,,,0.1833
pt,uk,61.14,0.301296653,0.300840858,,-1.24989735,0.273769555,-1.055600054,1.589955549,-0.79873043,-0.015025801,0.053878439,-0.277549405,,,,0.1164
pt,id,61.01,0.378754452,0.218026607,,-1.263853054,0.273769555,-1.065234871,0.525274709,-0.79873043,-0.987506292,0.590200479,-0.157392874,,,,0.6254
pt,da,64.76,-0.185334185,0.646154437,,-1.287183995,0.273769555,-1.081342217,0.592216931,-0.79873043,-1.197777471,0.136699067,0.148184708,,,,0.0867
pt,sv,61.47,0.218492836,0.378308417,,-1.32474757,0.273769555,-1.107275567,0.487224407,-0.79873043,-0.8851086,0.136699067,-0.170956541,,,,0.1231
pt,zh,38.79,0.961450893,-1.285703049,,-1.411973294,0.273769555,-1.167494951,0.307574441,-0.79873043,-0.510141841,0.590200479,0.205135902,,,,1
la,cs,34.87,0.451514869,0.129072545,,2.821498253,-0.096222245,2.01564644,-1.157382288,0.713223811,0.847194045,0.136699067,0.036370543,,,,0.0454
la,ru,35.8,-0.311785697,0.704718761,,1.873754059,-0.096222245,1.361337505,-0.499150064,0.713223811,0.69981319,-0.066060666,0.325018208,,,,0.2255
la,no,35.52,-0.070944878,0.584585529,,1.241510192,-0.096222245,0.92484545,-0.840558589,0.713223811,0.783970289,0.053878439,-0.184646597,,,,0.1009
la,es,36.14,-0.613408078,0.813914965,,1.136962251,-0.096222245,0.852667058,-1.487610089,0.713223811,0.901366443,-0.837595696,0.383710975,,,,0.0573
la,ko,10.18,1.092509625,-2.949714514,,1.089662201,-0.096222245,0.820011785,1.411236708,0.713223811,-0.752562601,0.590200479,0.466872969,,,,0.4515
la,et,32.05,0.760956035,-0.453697316,,0.749460668,-0.096222245,0.585141549,0.787207604,0.713223811,0.08228309,0.590200479,0.445858327,,,,0.1043
la,pl,37.2,-1.285047375,0.961078277,,0.703254081,-0.096222245,0.553241187,0.801097958,0.713223811,0.070645383,0.053878439,0.069345408,,,,0.0599
la,nl,33.02,0.705123674,-0.312318741,,0.504323909,-0.096222245,0.415902663,-0.337975443,0.713223811,0.652791853,0.28033711,0.111595219,,,,0.0627
la,pt,36.86,-1.017235098,0.914000457,,0.525078257,-0.096222245,0.430231165,-1.07504565,0.713223811,0.831935665,-0.602118019,0.235742481,,,,0.0686
la,fr,35.25,0.218492836,0.378308417,,0.251315147,-0.096222245,0.241229059,-0.597421851,0.713223811,0.726022598,-0.511766174,0.413345706,,,,0.0532
la,de,35.55,-0.185334185,0.646154437,,0.130052999,-0.096222245,0.15751142,0.416645311,0.713223811,0.336500131,0.136699067,0.247436122,,,,0.0375
la,hi,23.4,1.006746054,-1.631016627,,0.161022962,-0.096222245,0.178892636,-2.08567128,0.713223811,0.976797866,0.19748707,0.404580678,,,,0.3061
la,ca,35.35,0.12954998,0.451078002,,0.149517012,-0.096222245,0.170949093,-1.636763242,0.713223811,0.922615568,-1.192188876,-0.090804983,,,,0.0374
la,it,37.74,-1.630317449,1.006379146,,0.044203098,-0.096222245,0.098241885,-0.916818639,0.713223811,0.800349664,-1.448332833,-0.031886151,,,,0.0064
la,en,34.38,0.520115216,0.032994838,,0.123949994,-0.096222245,0.153297992,-1.059034404,0.713223811,0.828878303,0.28033711,0.374553187,,,,0.0794
la,fi,30.86,0.86538529,-0.799010895,,0.034221368,-0.096222245,0.091350643,1.471043869,0.713223811,-0.896032479,0.590200479,0.365122961,,,,0.1336
la,bg,36.48,-0.798416536,0.865000571,,-0.363406583,-0.096222245,-0.183165965,0.573460789,0.713223811,0.240554729,0.136699067,0.250693731,,,,0.0521
la,sl,39.77,-2.948849201,1.092153523,,-0.462645896,-0.096222245,-0.251679357,0.939384218,0.713223811,-0.056461144,0.053878439,0.164049144,,,,0.0259
la,sk,35.43,0.033484377,0.519686992,,-0.427488318,-0.096222245,-0.227407072,1.152921784,0.713223811,-0.305230186,0.053878439,0.30409949,,,,0.0444
la,ro,35.03,0.378754452,0.218026607,,-0.534291076,-0.096222245,-0.301142157,0.163514759,0.713223811,0.464919355,-1.795024722,0.121018794,,,,0.0531
la,hr,39.27,-2.116948288,1.05003234,,-0.686027734,-0.096222245,-0.405898959,0.734470446,0.713223811,0.124821992,0.19748707,0.614849668,,,,0.0254
la,ar,27.11,0.961450893,-1.285703049,,-0.835972599,-0.096222245,-0.509418733,-0.898723408,0.713223811,0.796534394,0.590200479,0.30409949,,,,1
la,lv,33.89,0.585005577,-0.071447576,,-0.934988279,-0.096222245,-0.577777732,1.20895374,0.713223811,-0.38502672,-0.255867289,0.477467832,,,,0.093
la,he,27.85,0.914379004,-1.017857028,,-1.096068136,-0.096222245,-0.688984944,-0.619437084,0.713223811,0.731659789,0.590200479,0.210878637,,,,0.1167
la,uk,35.91,-0.453146461,0.760558157,,-1.24989735,-0.096222245,-0.795186417,1.589955549,0.713223811,-1.263204648,0.053878439,0.250693731,,,,0.0583
la,id,31.68,0.814306121,-0.613979125,,-1.263853054,-0.096222245,-0.804821234,0.525274709,0.713223811,0.271610751,0.590200479,0.339967361,,,,0.5572
la,da,33.38,0.646566728,-0.185851296,,-1.287183995,-0.096222245,-0.820928579,0.592216931,0.713223811,0.228054149,0.136699067,0.433801552,,,,0.0729
la,sv,35.14,0.301296653,0.300840858,,-1.32474757,-0.096222245,-0.84686193,0.487224407,0.713223811,0.295113186,0.136699067,0.233392542,,,,0.1009
la,zh,22.15,1.050393749,-2.117708781,,-1.411973294,-0.096222245,-0.907081313,0.307574441,0.713223811,0.395367238,0.590200479,0.30409949,,,,1
fr,cs,58.03,0.646566728,-0.185851296,,2.821498253,-1.518527756,3.016716606,-1.157382288,0.338422092,0.799874689,0.136699067,0.260192531,,,,0.0489
fr,ru,66.57,-0.070944878,0.584585529,,1.873754059,-1.518527756,2.362407671,-0.499150064,0.338422092,0.626840157,-0.066060666,-0.078539833,,,,0.2382
fr,no,70.27,-0.613408078,0.813914965,,1.241510192,-1.518527756,1.925915615,-0.840558589,0.338422092,0.726102314,0.053878439,0.201054507,,,,0.0715
fr,es,80.06,-2.948849201,1.092153523,,1.136962251,-1.518527756,1.853737224,-1.487610089,0.338422092,0.862579948,-2.876129008,-0.368200551,,,,0.0438
fr,ko,23.55,1.092509625,-2.949714514,,1.089662201,-1.518527756,1.82108195,1.411236708,0.338422092,-1.533631911,0.590200479,0.380097274,,,,0.4552
fr,et,48,0.86538529,-0.799010895,,0.749460668,-1.518527756,1.586211714,0.787207604,0.338422092,-0.152900872,0.590200479,0.141440176,,,,0.093
fr,pl,55.9,0.760956035,-0.453697316,,0.703254081,-1.518527756,1.554311352,0.801097958,0.338422092,-0.168769073,0.053878439,0.067503504,,,,0.063
fr,nl,66.58,-0.185334185,0.646154437,,0.504323909,-1.518527756,1.416972829,-0.337975443,0.338422092,0.570809417,0.28033711,-0.05688926,,,,0.0247
fr,pt,80.01,-2.116948288,1.05003234,,0.525078257,-1.518527756,1.431301331,-1.07504565,0.338422092,0.782130204,-2.104593978,-0.202573252,,,,0.0411
fr,la,47.64,0.914379004,-1.017857028,,0.338757432,-1.518527756,1.302668118,0.049408809,0.338422092,0.403192235,-4.678743551,0.413345706,,,,0.0532
fr,de,65.88,0.301296653,0.300840858,,0.130052999,-1.518527756,1.158581585,0.416645311,0.338422092,0.181190455,0.136699067,-0.206058105,,,,0.0388
fr,hi,33.18,1.050393749,-2.117708781,,0.161022962,-1.518527756,1.179962801,-2.08567128,0.338422092,0.949168993,0.19748707,0.123301905,,,,0.3439
fr,ca,76.2,-1.285047375,0.961078277,,0.149517012,-1.518527756,1.172019259,-1.636763242,0.338422092,0.887055084,-4.423726917,0.11695115,,,,0.0343
fr,it,78.64,-1.630317449,1.006379146,,0.044203098,-1.518527756,1.099312051,-0.916818639,0.338422092,0.745277845,-2.950661746,0.046287521,,,,0.0497
fr,en,72.79,-1.017235098,0.914000457,,0.123949994,-1.518527756,1.154368158,-1.059034404,0.338422092,0.778570204,0.28033711,-0.226177628,,,,0.0297
fr,fi,36.21,1.006746054,-1.631016627,,0.034221368,-1.518527756,1.092420808,1.471043869,0.338422092,-1.868066326,0.590200479,0.027198247,,,,0.1165
fr,bg,67.5,-0.311785697,0.704718761,,-0.363406583,-1.518527756,0.8179042,0.573460789,0.338422092,0.057700832,0.136699067,-0.090804983,,,,0.0927
fr,sl,66.08,0.12954998,0.451078002,,-0.462645896,-1.518527756,0.749390809,0.939384218,0.338422092,-0.346019774,0.053878439,0.123808781,,,,0.0492
fr,sk,61.13,0.520115216,0.032994838,,-0.427488318,-1.518527756,0.773663094,1.152921784,0.338422092,-0.718651737,0.053878439,0.104166686,,,,0.062
fr,ro,71.01,-0.798416536,0.865000571,,-0.534291076,-1.518527756,0.699928009,0.163514759,0.338422092,0.342315156,-2.64109249,-0.019542375,,,,0.0841
fr,hr,66.05,0.218492836,0.378308417,,-0.686027734,-1.518527756,0.595171206,0.734470446,0.338422092,-0.095368884,0.19748707,0.577555536,,,,0.0586
fr,ar,49.79,0.814306121,-0.613979125,,-0.835972599,-1.518527756,0.491651432,-0.898723408,0.338422092,0.740815294,0.590200479,0.104166686,,,,1
fr,lv,60.06,0.585005577,-0.071447576,,-0.934988279,-1.518527756,0.423292434,1.20895374,0.338422092,-0.8474695,-0.255867289,-0.05688926,,,,0.0895
fr,he,56.62,0.705123674,-0.312318741,,-1.096068136,-1.518527756,0.312085221,-0.619437084,0.338422092,0.664552018,0.590200479,-0.192168019,,,,0.1678
fr,uk,64.3,0.451514869,0.129072545,,-1.24989735,-1.518527756,0.205883749,1.589955549,0.338422092,-3.199114007,0.053878439,-0.090804983,,,,0.0828
fr,id,64.34,0.378754452,0.218026607,,-1.263853054,-1.518527756,0.196248932,0.525274709,0.338422092,0.097988665,0.590200479,0.064868201,,,,0.5959
fr,da,68.62,-0.453146461,0.760558157,,-1.287183995,-1.518527756,0.180141587,0.592216931,0.338422092,0.041394656,0.136699067,-0.111477222,,,,0.0458
fr,sv,66.32,0.033484377,0.519686992,,-1.32474757,-1.518527756,0.154208236,0.487224407,0.338422092,0.128272656,0.136699067,-0.2679241,,,,0.0823
fr,zh,42.02,0.961450893,-1.285703049,,-1.411973294,-1.518527756,0.093988852,0.307574441,0.338422092,0.255602221,0.590200479,0.104166686,,,,1
de,cs,59.93,-0.070944878,0.584585529,,2.821498253,-0.422708919,2.245439594,-1.157382288,0.356955546,0.802386074,0.136699067,0.05666859,,,,0.0117
de,ru,63.85,-1.017235098,0.914000457,,1.873754059,-0.422708919,1.591130659,-0.499150064,0.356955546,0.630753216,-0.066060666,-0.348498591,,,,0.2039
de,no,63.88,-1.285047375,0.961078277,,1.241510192,-0.422708919,1.154638604,-0.840558589,0.356955546,0.729186591,-1.448332833,0.025302704,,,,0.0636
de,es,60.95,-0.453146461,0.760558157,,1.136962251,-0.422708919,1.082460212,-1.487610089,0.356955546,0.86463143,0.354869848,-0.079994612,,,,0.0703
de,ko,26.77,1.092509625,-2.949714514,,1.089662201,-0.422708919,1.049804938,1.411236708,0.356955546,-1.477421925,0.590200479,0.084778951,,,,0.4258
de,et,55.58,0.705123674,-0.312318741,,0.749460668,-0.422708919,0.814934703,0.787207604,0.356955546,-0.139431435,0.590200479,0.18825689,,,,0.0691
de,pl,57.46,0.585005577,-0.071447576,,0.703254081,-0.422708919,0.783034341,0.801097958,0.356955546,-0.155033599,0.053878439,0.048422959,,,,0.0282
de,nl,70.1,-2.948849201,1.092153523,,0.504323909,-0.422708919,0.645695817,-0.337975443,0.356955546,0.575221572,-1.448332833,-0.628715222,,,,0.0323
