Target lang, Source lang,Transfer lang,BLEU,Rank,BLEU level,Overlap word-level,Overlap subword-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC,GENETIC_2,SYNTACTIC_2,FEATURAL_2,PHONOLOGICAL_2,INVENTORY_2,GEOGRAPHIC_2
eng,eus,tam,3.35,1.049059116,-2.653736737,-0.449993443,-0.761701015,-1.36556922,-1.494521831,0.090335031,1.106301304,0.924623261,-1.065735904,0.379893468,0.64,0.6,0.641,0.5439,0.4,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,kaz,3.32,1.070434029,-3.440230958,-0.307350452,-0.708442566,-1.808511212,-1.494521831,-0.219958636,1.281133772,0.924623261,-0.497442831,0.379893468,0.8,0.9,1,0.669,0.3,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,mar,3.94,0.861599536,-0.827553709,-0.962534467,-1.229793565,-1.043195673,-1.494521831,0.316167017,0.56077556,0.924623261,-0.697265828,0.379893468,0.65,0.6,0.641,0.5519,0.4,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,ukr,10.09,-1.374204044,0.952309772,-0.789853825,-0.5028773,0.646114525,-1.494521831,1.499577634,-0.243917665,0.924623261,-0.024122874,0.379893468,0.65,0.6,0.641,0.5715,0.1,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,tha,9.43,0.227233193,0.380543019,-1.138397772,-0.216317045,0.574971125,-1.494521831,1.449739626,2.100873872,0.924623261,0.682583497,0.379893468,0.63,0.6,0.3498,0.5792,0.5,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,bel,3.51,1.00504763,-1.867242516,-0.394392157,-0.767984863,-1.59243234,-1.494521831,-0.068589142,1.006443074,0.924623261,-1.704542233,0.379893468,0.72,0.8,0.641,0.669,0.1,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,tur,9.98,-0.800981565,0.853580459,-0.168004817,1.01958753,1.01201059,-1.494521831,1.755898402,-0.151025565,0.924623261,-0.063538412,0.379893468,0.62,0.6,0.2952,0.5245,0.1,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,aze,3.37,1.027269129,-2.193667111,0.344274632,0.602221395,-1.397728994,-1.494521831,0.067806179,0.989438639,0.924623261,-1.887369861,0.379893468,0.53,0.6,0.641,0.669,1,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,deu,9.05,0.50424699,0.067086238,0.015593488,0.896048792,0.954329888,-1.494521831,1.715491403,-0.932472706,0.924623261,0.163015316,0.379893468,0.59,0.6,0.3918,0.6038,0.1,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,bul,10.07,-0.919211765,0.879079764,-0.863158213,-0.592122634,0.980351968,-1.494521831,1.733720622,-0.835660417,0.924623261,0.144510781,0.379893468,0.61,0.6,0.2163,0.5929,0.1,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,nob,9.4,0.271244678,0.340725905,0.575446063,0.914415859,-0.708792433,-1.494521831,0.550426151,-0.097000007,0.924623261,-0.088872757,0.379893468,0.67,0.6,0.2952,0.5952,0.1,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,kat,5.52,0.726236957,-0.367484083,-0.509025764,-0.739513588,-0.836818044,-1.494521831,0.460740511,0.848144114,0.924623261,-1.803390695,0.379893468,0.54,0.5,0.4638,0.535,0.2,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,dan,9.98,-0.800981565,0.853580459,0.517701712,1.002945891,0.02579657,-1.494521831,1.065026978,-0.571441058,0.924623261,0.083118399,0.379893468,0.7,0.8,0.641,0.669,0.1,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,hye,4.65,0.809397146,-0.620678669,-0.446559342,-0.501183904,-0.497700447,-1.494521831,0.698302188,0.273383585,0.924623261,-0.333535765,0.379893468,0.61,0.5,0.5,0.4815,0.2,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,cmn,9.12,0.431825151,0.165815551,-1.51975531,-0.65794311,1.076061427,-1.494521831,1.800767864,2.356880884,0.924623261,0.922180159,0.379893468,0.58,0.6,0.4638,0.5574,0.4,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,ind,10.58,-2.152018481,1.021098791,0.616717634,1.12613918,0.493993696,-1.494521831,1.393012596,-1.190889624,0.924623261,0.204388271,0.379893468,0.62,0.5,0.3498,0.5132,0.6,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,glg,8.39,0.572276851,-0.041059489,0.737736179,0.998131126,-1.030648256,-1.494521831,0.324956846,0.280287633,0.924623261,-0.339773758,0.379893468,0.77,0.7,0.641,0.535,0,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,por,9.61,-0.080725848,0.593920491,0.307772759,1.161996749,1.020769353,-1.494521831,1.762034168,-1.30339218,0.924623261,0.219377601,0.379893468,0.58,0.6,0.641,0.5462,0,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,urd,3.63,0.935614206,-1.232262536,-0.235923705,-0.074130272,-1.394069169,-1.494521831,0.070369993,-0.47986175,0.924623261,0.057248058,0.379893468,0.6,0.6,0.641,0.5996,0.3,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,ita,9.24,0.393782558,0.212135097,0.213202363,1.090656834,1.092242318,-1.494521831,1.812103046,-1.209251027,0.924623261,0.206946669,0.379893468,0.61,0.6,0.641,0.55,0.1,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,spa,9.51,0.083785099,0.492240146,0.326866838,1.232068416,1.062482336,-1.494521831,1.791255318,-1.291930037,0.924623261,0.217923177,0.379893468,0.55,0.5,0.4278,0.5118,0,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,ell,10.09,-1.374204044,0.952309772,-0.455640432,-0.410854237,0.796428598,-1.494521831,1.604876986,-0.829731912,0.924623261,0.14331595,0.379893468,0.57,0.5,0.2952,0.5648,0.1,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,ben,3.74,0.911481039,-1.080748296,-1.700603913,-1.752145956,-1.570912232,-1.494521831,-0.053513684,0.578396762,0.924623261,-0.730101941,0.379893468,0.6,0.6,0.2163,0.5514,0.4,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,jpn,7.8,0.604805187,-0.099260518,-1.95134217,-0.914525246,1.090822971,-1.494521831,1.811108752,2.215524383,0.924623261,0.793259763,0.379893468,0.6,0.6,0.5,0.57,0.5,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,msa,4.19,0.835801871,-0.719407983,0.531996512,1.195300713,-1.489379596,-1.494521831,0.003602284,0.15868216,0.924623261,-0.240950158,0.379893468,0.53,0.6,0.641,0.669,1,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,nld,9.69,-0.345989286,0.716707342,0.142710814,1.040514207,1.016995563,-1.494521831,1.759390519,-1.203223774,0.924623261,0.20611186,0.379893468,0.64,0.6,0.641,0.5776,0.1,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,hrv,9.54,0.031582708,0.527155864,0.107566719,0.88439116,0.729207726,-1.494521831,1.557786822,-0.44211442,0.924623261,0.04575344,0.379893468,0.9,0.7,0.641,0.4627,0.1,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,heb,10.36,-1.578796002,0.975705886,-1.160656502,-0.676427949,1.116984078,-1.494521831,1.829435363,-0.546065685,0.924623261,0.076221195,0.379893468,0.52,0.6,0.641,0.6169,0.2,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,mon,7.29,0.667162842,-0.225465056,-0.362045623,-0.536776195,-1.224346178,-1.494521831,0.189265853,0.552258106,0.924623261,-0.68204231,0.379893468,0.53,0.6,0.641,0.669,1,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,eus,hin,8.72,0.538777377,0.014301311,-0.340960938,-0.515438813,-0.587625464,-1.494521831,0.635307115,-0.642226611,0.924623261,0.101345366,0.379893468,0.49,0.5,0.2952,0.5327,0.4,0.695790216,0.246579058,0.235292506,-0.907942586,1.376389419,-1.013098878
eng,slk,eus,25.11,0.313594951,0.299460583,-0.002637845,0.720431895,-1.494521831,0.246243507,-1.219456429,0.924623261,0.019553089,0.390673951,0.379893468,0.53,0.6,0.641,0.669,0.1,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,mya,24.66,0.726236957,-0.367484083,0.234641429,0.0238749,-0.493200748,0.246243507,-0.518002071,1.681519715,0.019553089,1.117904247,0.379893468,0.61,0.6,0.5228,0.624,0.4,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,kor,24.85,0.604805187,-0.099260518,-0.063838103,-0.185300015,1.096144517,0.246243507,0.59538022,0.044797338,0.019553089,-2.618465507,0.379893468,0.57,0.6,0.641,0.6737,0.4,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,lit,24.34,0.935614206,-1.232262536,0.896537027,1.13965259,-0.023180672,0.246243507,-0.188739424,0.374174431,0.019553089,-0.502086495,-2.410369515,0.61,0.6,0.641,0.6506,0,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,ara,25.43,-0.023167127,0.561029165,-0.097393546,-0.452638453,1.124555426,0.246243507,0.615282883,-0.540004619,0.019553089,-0.424001425,0.379893468,0,0,0.0002,0,1,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,ces,27.52,-3.384825197,1.064745376,2.465659258,3.026827761,0.610176132,0.246243507,0.254945322,-0.23837837,0.019553089,-0.929274483,-4.663303348,0.66,0.7,0.0002,0.6784,0,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,epo,24.38,0.911481039,-1.080748296,0.307460655,0.786294134,-1.331144239,0.246243507,-1.105005704,0.623872903,0.019553089,-0.01616766,0.379893468,0.74,0.9,0.0002,0,0.1,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,fin,24.07,1.027269129,-2.193667111,0.685697689,0.835041372,-0.409202916,0.246243507,-0.459159163,0.842716668,0.019553089,0.291080344,0.379893468,0.57,0.6,0.5687,0.6506,0.1,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,sqi,25.17,0.227233193,0.380543019,1.21566321,1.288125949,0.01926705,0.246243507,-0.159003568,-0.288515038,0.019553089,-0.808239038,0.379893468,0,0,0.0002,0,1,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,vie,25.9,-0.694029339,0.827494912,1.650515025,1.234633822,0.970401295,0.246243507,0.507293459,-2.770236131,0.019553089,0.274663292,0.379893468,0.66,0.6,0.5456,0.6153,0.4,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,fra,26.09,-1.374204044,0.952309772,1.405546889,1.164150057,1.048954569,0.246243507,0.562322298,-1.52133129,0.019553089,0.094826679,0.120093743,0.57,0.6,0.5456,0.6025,0.1,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,est,24.92,0.468620219,0.117524378,0.515013902,0.687379122,-0.981730049,0.246243507,-0.860230965,0.794394984,0.019553089,0.22898656,0.379893468,0.66,0.8,0.0002,0,0.1,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,mkd,25.06,0.393782558,0.212135097,0.084901805,-0.381077541,-0.377584042,0.246243507,-0.437009227,0.015923231,0.019553089,-4.106311022,-1.873040365,0.73,0.7,0.0002,0.6737,0,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,bos,24.43,0.88681743,-0.947103264,0.943797219,1.405640961,-1.431925799,0.246243507,-1.1756061,0.828148313,0.019553089,0.272641994,-1.512105469,0.7,0.8,0.0002,0,0,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,swe,25.51,-0.273567447,0.687233702,1.296261708,1.275405984,0.18873533,0.246243507,-0.040286141,-0.540048548,0.019553089,-0.423953731,-0.240841153,0.64,0.6,0.0002,0.6153,0.1,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,pol,26.41,-2.152018481,1.021098791,1.473510003,1.675941378,0.988111889,0.246243507,0.519700242,-0.311829582,0.019553089,-0.759279785,-4.042971297,0.6,0.6,0.6162,0.6597,0,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,fas,25.47,-0.141397328,0.625885177,0.102704028,-0.357199167,0.878612704,0.246243507,0.442992898,-1.419293253,0.019553089,0.067277283,0.379893468,0,0,0.0002,0,1,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,kur,24.55,0.809397146,-0.620678669,-1.366969982,-1.326874545,-1.001538166,0.246243507,-0.874107124,0.542481711,0.019553089,-0.152632152,0.379893468,0.77,0.9,0.0002,0,0.1,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,hun,25.37,0.083785099,0.492240146,0.984779011,1.200747639,0.860933118,0.246243507,0.430607837,0.029422793,0.019553089,-3.339354243,0.379893468,0.55,0.6,0.5922,0.6461,0,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,slv,25.39,0.031582708,0.527155864,1.447582936,1.696388551,-0.549974714,0.246243507,-0.557773875,0.40851892,0.019553089,-0.420809977,-2.410369515,0.64,0.7,0.0002,0.669,0,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,ron,25.93,-0.800981565,0.853580459,1.386276199,1.347674345,1.004538419,0.246243507,0.531207501,-0.978356422,0.019553089,-0.100618959,-0.094191655,0.61,0.6,0.641,0.6552,0,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,rus,25.9,-0.694029339,0.827494912,0.356096977,-0.208433718,1.105723685,0.246243507,0.602090704,-0.55980518,0.019553089,-0.402961829,-3.308633561,0.57,0.6,0.6162,0.688,0.2,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,srp,25.99,-1.051381885,0.904018598,1.336879247,1.648347038,0.809772062,0.246243507,0.394768039,-0.30066833,0.019553089,-0.782214593,-1.512105469,0.69,0.8,0.8278,0,0,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,tam,25.12,0.271244678,0.340725905,-0.500883084,-0.658710952,-1.36556922,0.246243507,-1.129121398,1.106301304,0.019553089,0.591542044,0.379893468,0.66,0.7,0.0002,0.6196,0.3,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,kaz,24.44,0.861599536,-0.827553709,-0.790162043,-0.752044571,-1.808511212,0.246243507,-1.439415065,1.281133772,0.019553089,0.765527352,0.379893468,0.87,0.9,0.879,0,0.2,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,mar,24.78,0.667162842,-0.225465056,-1.186209625,-1.279008994,-1.043195673,0.246243507,-0.903289412,0.56077556,0.019553089,-0.120554859,-0.240841153,0.67,0.7,0.0002,0.6284,0.3,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,ukr,25.76,-0.42340957,0.745434732,0.347073415,-0.253170317,0.646114525,0.246243507,0.280121205,-0.243917665,0.019553089,-0.914668539,-2.410369515,0.61,0.7,0.0002,0.6737,0,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,tha,25.31,0.133666601,0.456215809,-0.087625677,0.033123473,0.574971125,0.246243507,0.230283197,2.100873872,0.019553089,1.444573903,0.379893468,0.63,0.6,0.5687,0.6372,0.4,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,bel,24.88,0.572276851,-0.041059489,-0.553635972,-0.686907081,-1.59243234,0.246243507,-1.28804557,1.006443074,0.019553089,0.484154911,-3.308633561,0.74,0.9,0.0002,0,0,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,tur,25.08,0.354404867,0.256637715,0.942983361,1.134844245,1.01201059,0.246243507,0.536441973,-0.151025565,0.019553089,-1.219255302,0.379893468,0.55,0.6,0.5922,0.6196,0.1,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,aze,24.3,0.982377182,-1.61404793,0.164021477,0.622334342,-1.397728994,0.246243507,-1.151650249,0.989438639,0.019553089,0.465168355,0.379893468,0,0,0.0002,0,1,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,deu,25.78,-0.506569759,0.773452731,1.266934385,1.155430034,0.954329888,0.246243507,0.496034974,-0.932472706,0.019553089,-0.12452811,-0.240841153,0.58,0.6,0.5456,0.6153,0,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,bul,26.1,-1.578796002,0.975705886,0.337910928,-0.300086132,0.980351968,0.246243507,0.514264193,-0.835660417,0.019553089,-0.18075645,-1.873040365,0.61,0.6,0.6162,0.6416,0,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,nob,24.92,0.468620219,0.117524378,0.995017312,1.105672658,-0.708792433,0.246243507,-0.669030277,-0.097000007,0.019553089,-1.493875591,0.379893468,0.67,0.6,0.5922,0.5898,0.1,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,kat,24.34,0.935614206,-1.232262536,-0.371786504,-0.682599049,-0.836818044,0.246243507,-0.758715918,0.848144114,0.019553089,0.297890097,0.379893468,0.55,0.6,0.5687,0.6832,0.1,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,dan,24.9,0.538777377,0.014301311,1.321706021,1.309084546,0.02579657,0.246243507,-0.15442945,-0.571441058,0.019553089,-0.39101043,-0.240841153,0.66,0.8,0.0002,0,0,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,hye,24.62,0.75464731,-0.445768315,-0.197591777,-0.390709517,-0.497700447,0.246243507,-0.521154241,0.273383585,0.019553089,-0.788468226,-0.778170303,0.54,0.6,0.6162,0.6737,0.1,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,cmn,24.83,0.63641711,-0.160609043,-0.466110835,-0.530283915,1.076061427,0.246243507,0.581311435,2.356880884,0.019553089,1.630704265,0.379893468,0.57,0.6,0.5687,0.624,0.4,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,ind,25.47,-0.141397328,0.625885177,1.537430796,1.310792627,0.493993696,0.246243507,0.173556167,-1.190889624,0.019553089,-0.007864515,0.379893468,0.62,0.6,0.5687,0.669,0.5,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,glg,24.6,0.782356102,-0.529856505,0.707152305,0.901164005,-1.030648256,0.246243507,-0.894499583,0.280287633,0.019553089,-0.765865695,0.057782299,0.72,0.7,0.0002,0.6552,0.1,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
eng,slk,por,25.51,-0.273567447,0.687233702,1.422982146,1.270252876,1.020769353,0.246243507,0.542577739,-1.30339218,0.019553089,0.031752512,0.102018992,0.61,0.6,0.0002,0.6328,0.1,-0.383988066,-0.181323107,0.117502126,0.679612942,1.088999942,-0.719676099
