Target lang, Source lang,Transfer lang,BLEU,Rank,BLEU level,Overlap word-level,Overlap subword-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC,GENETIC_2,SYNTACTIC_2,FEATURAL_2,PHONOLOGICAL_2,INVENTORY_2,GEOGRAPHIC_2
eng,lit,eus,18.09,0.861599536,-0.827553709,0.025418111,0.673541187,-1.494521831,-0.023180672,-1.030717005,0.924623261,0.374174431,-0.10470641,0.379893468,0.66,0.6,0.3217,0.5417,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,slk,19.21,0.227233193,0.380543019,0.896537027,1.13965259,0.246243507,-0.023180672,0.188739424,0.019553089,0.374174431,-0.714225552,-2.410369515,0.61,0.6,0.641,0.6506,0,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,mya,17.51,1.027269129,-2.193667111,0.086882802,-0.106364381,-0.493200748,-0.023180672,-0.329262647,1.681519715,0.374174431,0.808653885,0.379893468,0.74,0.6,0.4259,0.469,0.3,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,kor,19.44,0.031582708,0.527155864,-0.273569093,-0.236967697,1.096144517,-0.023180672,0.784119644,0.044797338,0.374174431,-0.763335824,0.379893468,0.68,0.6,0.5702,0.5552,0.4,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,ara,20.12,-1.201224007,0.928421073,-0.283097548,-0.497750665,1.124555426,-0.023180672,0.804022307,-0.540004619,0.374174431,-0.14551624,0.379893468,0.61,0.6,0.641,0.6506,1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,ces,20.1,-0.919211765,0.879079764,0.897623913,1.168313355,0.610176132,-0.023180672,0.443684746,-0.23837837,0.374174431,-0.369626343,-2.410369515,0.29,0.4,0.641,0.4073,0,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,epo,17.79,0.911481039,-1.080748296,0.458742566,0.793898324,-1.331144239,-0.023180672,-0.91626628,0.623872903,0.374174431,-0.802262809,0.379893468,0.63,0.8,0.641,0.6506,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,fin,18.39,0.75464731,-0.445768315,0.51577126,0.789127458,-0.409202916,-0.023180672,-0.270419738,0.842716668,0.374174431,-0.253710458,0.379893468,0.54,0.5,0.3498,0.4657,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,sqi,18.86,0.468620219,0.117524378,0.919854816,1.194486583,0.01926705,-0.023180672,0.029735856,-0.288515038,0.374174431,-0.323374618,0.379893468,0.61,0.6,0.641,0.6506,1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,vie,19.7,-0.141397328,0.625885177,1.379332864,0.990766109,0.970401295,-0.023180672,0.696032883,-2.770236131,0.374174431,0.297699544,0.379893468,0.75,0.6,0.4934,0.5394,0.4,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,fra,19.77,-0.42340957,0.745434732,1.044959054,0.965015841,1.048954569,-0.023180672,0.751061722,-1.52133129,0.374174431,0.169861722,0.120093743,0.61,0.5,0.3918,0.4824,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,est,18.78,0.50424699,0.067086238,0.29513909,0.66037078,-0.981730049,-0.023180672,-0.671491541,0.794394984,0.374174431,-0.352019664,0.379893468,0.54,0.7,0.641,0.6506,0,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,mkd,19.04,0.354404867,0.256637715,-0.001791335,-0.424863319,-0.377584042,-0.023180672,-0.248269803,0.015923231,0.374174431,-0.707493463,-2.410369515,0.69,0.5,0.641,0.392,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,bos,18.62,0.604805187,-0.099260518,0.462231957,0.873250383,-1.431925799,-0.023180672,-0.986866676,0.828148313,0.374174431,-0.282421412,-2.410369515,0.5,0.7,0.641,0.6506,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,swe,19.55,-0.023167127,0.561029165,0.963898702,1.156012946,0.18873533,-0.023180672,0.148453283,-0.540048548,0.374174431,-0.145491173,-0.778170303,0.59,0.6,0.641,0.5211,0,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,pol,20.11,-1.051381885,0.904018598,0.878761888,1.144282974,0.988111889,-0.023180672,0.708439666,-0.311829582,0.374174431,-0.303364185,-2.410369515,0.42,0.4,0.2163,0.4933,0,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,fas,19.24,0.181424831,0.419010137,-0.018388823,-0.357728457,0.878612704,-0.023180672,0.631732322,-1.419293253,0.374174431,0.151063677,0.379893468,0.61,0.6,0.641,0.6506,1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,kur,17.73,0.959239269,-1.40717289,-1.295199988,-1.339186898,-1.001538166,-0.023180672,-0.6853677,0.542481711,0.374174431,-1.128131571,0.379893468,0.62,0.8,0.641,0.6506,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,hun,19.83,-0.596389606,0.800795532,0.616607258,0.918383506,0.860933118,-0.023180672,0.619347261,0.029422793,0.374174431,-0.732936627,0.379893468,0.52,0.5,0.2952,0.4287,0,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,slv,18.46,0.69708859,-0.294254075,0.856180545,1.05186424,-0.549974714,-0.023180672,-0.369034451,0.40851892,0.374174431,-2.380938935,-2.410369515,0.47,0.5,0.641,0.429,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,ron,19.75,-0.345989286,0.716707342,1.005702712,1.159476142,1.004538419,-0.023180672,0.719946925,-0.978356422,0.374174431,0.041291881,-0.778170303,0.55,0.5,0.3217,0.4795,0,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,rus,20.81,-3.384825197,1.064745376,0.116770289,-0.241506788,1.105723685,-0.023180672,0.790830128,-0.55980518,0.374174431,-0.134386087,-2.410369515,0.55,0.5,0.2163,0.3825,0.2,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,srp,20.27,-1.578796002,0.975705886,0.745245778,1.132000558,0.809772062,-0.023180672,0.583507463,-0.30066833,0.374174431,-0.312832577,-2.410369515,0.54,0.7,0.8391,0.6506,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,tam,18.14,0.835801871,-0.719407983,-0.466784314,-0.704332675,-1.36556922,-0.023180672,-0.940381974,1.106301304,0.374174431,0.171709652,0.379893468,0.6,0.6,0.641,0.5698,0.3,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,kaz,13.55,1.070434029,-3.440230958,-0.709614799,-0.74467968,-1.808511212,-0.023180672,-1.250675641,1.281133772,0.374174431,0.392895733,0.379893468,0.77,0.9,1,0.6506,0.2,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,mar,17.65,1.00504763,-1.867242516,-1.20268988,-1.234810934,-1.043195673,-0.023180672,-0.714549988,0.56077556,0.374174431,-1.043835298,-0.778170303,0.64,0.6,0.641,0.5408,0.3,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,ukr,20.76,-2.152018481,1.021098791,0.14841791,-0.293075324,0.646114525,-0.023180672,0.468860629,-0.243917665,0.374174431,-0.364284295,-2.410369515,0.44,0.5,0.641,0.4436,0,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,tha,19.07,0.313594951,0.299460583,-0.268595745,-0.03278308,0.574971125,-0.023180672,0.419022621,2.100873872,0.374174431,1.170576597,0.379893468,0.77,0.6,0.4638,0.4887,0.4,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,bel,18.61,0.63641711,-0.160609043,-0.459123427,-0.679912009,-1.59243234,-0.023180672,-1.099306146,1.006443074,0.374174431,0.027347638,-2.410369515,0.6,0.8,0.641,0.6506,0,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,tur,19.11,0.271244678,0.340725905,0.662791001,1.03751357,1.01201059,-0.023180672,0.725181397,-0.151025565,0.374174431,-0.462782073,0.379893468,0.56,0.5,0.2952,0.4959,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,aze,18.92,0.393782558,0.212135097,0.077699836,0.630916605,-1.397728994,-0.023180672,-0.962910825,0.989438639,0.374174431,0.001055067,0.379893468,0.61,0.6,0.641,0.6506,1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,deu,20.38,-1.829196322,0.998629318,0.926868071,0.942965399,0.954329888,-0.023180672,0.684774398,-0.932472706,0.374174431,0.026349433,-0.240841153,0.56,0.5,0.3918,0.5022,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,bul,20.8,-2.607010759,1.043131936,0.14060481,-0.352869342,0.980351968,-0.023180672,0.703003617,-0.835660417,0.374174431,-0.008094153,-0.97449453,0.53,0.4,0.2163,0.3638,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,nob,18.75,0.538777377,0.014301311,0.70509503,0.97286257,-0.708792433,-0.023180672,-0.480290853,-0.097000007,0.374174431,-0.53046474,0.379893468,0.55,0.5,0.4278,0.5526,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,kat,18.23,0.809397146,-0.620678669,-0.397592051,-0.713507121,-0.836818044,-0.023180672,-0.569976494,0.848144114,0.374174431,-0.243203121,0.379893468,0.52,0.5,0.3498,0.5404,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,dan,19.29,0.133666601,0.456215809,1.007602502,1.159491023,0.02579657,-0.023180672,0.034309974,-0.571441058,0.374174431,-0.127999317,-0.778170303,0.59,0.8,0.641,0.6506,0,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,hye,18.36,0.782356102,-0.529856505,-0.164464441,-0.453977287,-0.497700447,-0.023180672,-0.332414817,0.273383585,0.374174431,-1.600048773,-0.778170303,0.46,0.5,0.5,0.4906,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,cmn,18.92,0.393782558,0.212135097,-0.605929374,-0.543438423,1.076061427,-0.023180672,0.770050859,2.356880884,0.374174431,1.370534021,0.379893468,0.61,0.6,0.4638,0.6333,0.3,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,ind,19.44,0.031582708,0.527155864,1.211133172,1.178033792,0.493993696,-0.023180672,0.362295591,-1.190889624,0.374174431,0.100903036,0.379893468,0.66,0.5,0.3498,0.4766,0.5,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,glg,18.42,0.726236957,-0.367484083,0.665544414,0.799121855,-1.030648256,-0.023180672,-0.705760159,0.280287633,0.374174431,-1.652129954,-0.778170303,0.57,0.6,0.641,0.5421,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,por,19.8,-0.506569759,0.773452731,1.128888161,1.030135627,1.020769353,-0.023180672,0.731317164,-1.30339218,0.374174431,0.12714457,-0.778170303,0.54,0.5,0.641,0.454,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,urd,17.7,0.982377182,-1.61404793,-0.444536413,-0.01467152,-1.394069169,-0.023180672,-0.960347012,-0.47986175,0.374174431,-0.181494053,-0.778170303,0.54,0.6,0.641,0.5551,0.2,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,ita,19.92,-0.694029339,0.827494912,1.084551293,0.96651368,1.092242318,-0.023180672,0.781386041,-1.209251027,0.374174431,0.105409523,-0.778170303,0.53,0.5,0.641,0.4906,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,spa,19.73,-0.205537586,0.656974007,1.109425618,1.044922317,1.062482336,-0.023180672,0.760538313,-1.291930037,0.374174431,0.124615186,-0.778170303,0.64,0.6,0.4278,0.5404,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,ell,19.56,-0.080725848,0.593920491,0.37250582,-0.218566414,0.796428598,-0.023180672,0.574159981,-0.829731912,0.374174431,-0.010343211,-0.354202721,0.55,0.5,0.2952,0.5009,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,ben,16.02,1.049059116,-2.653736737,-2.031359522,-1.650267761,-1.570912232,-0.023180672,-1.084230689,0.578396762,0.374174431,-0.969606567,-0.157636962,0.66,0.5,0.3824,0.4886,0.3,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,jpn,18.74,0.572276851,-0.041059489,-1.127995346,-0.869559105,1.090822971,-0.023180672,0.780391747,2.215524383,0.374174431,1.261649402,0.379893468,0.66,0.6,0.3824,0.5749,0.4,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,msa,18.52,0.667162842,-0.225465056,0.319687643,1.066813592,-1.489379596,-0.023180672,-1.027114721,0.15868216,0.374174431,-1.054084096,0.379893468,0.61,0.6,0.641,0.6506,1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,nld,19.74,-0.273567447,0.687233702,1.033408288,1.143062098,1.016995563,-0.023180672,0.728673514,-1.203223774,0.374174431,0.103940314,-0.778170303,0.52,0.5,0.641,0.4954,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,hrv,19.99,-0.800981565,0.853580459,1.04640203,1.272634452,0.729207726,-0.023180672,0.527069817,-0.44211442,0.374174431,-0.205905844,-2.410369515,0.77,0.6,0.641,0.3666,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,heb,20.21,-1.374204044,0.952309772,-0.158914229,-0.494303795,1.116984078,-0.023180672,0.798718359,-0.546065685,0.374174431,-0.142073526,0.379893468,0.62,0.6,0.641,0.6169,0.1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,mon,17.88,0.88681743,-0.947103264,-0.376013,-0.569422394,-1.224346178,-0.023180672,-0.841451152,0.552258106,0.374174431,-1.082077139,0.379893468,0.61,0.6,0.641,0.6506,1,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,lit,hin,17.74,0.935614206,-1.232262536,-0.290996711,-0.480748344,-0.587625464,-0.023180672,-0.39540989,-0.642226611,0.374174431,-0.091425365,-0.157636962,0.58,0.5,0.2952,0.5129,0.3,-1.007599786,0.945053298,-0.273337344,-0.907942586,-0.824944644,-0.617847673
eng,ara,eus,28.47,-0.141397328,0.625885177,-1.147932677,-0.635515163,-1.494521831,1.124555426,-1.834739312,0.924623261,-0.540004619,0.950703209,0.379893468,0.53,0.6,0.641,0.669,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,slk,28.24,0.313594951,0.299460583,-0.097393546,-0.452638453,0.246243507,1.124555426,-0.615282883,0.019553089,-0.540004619,-0.089266793,0.379893468,0,0,0.0002,0,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,mya,28.52,-0.205537586,0.656974007,-0.973838845,-1.072936308,-0.493200748,1.124555426,-1.133284954,1.681519715,-0.540004619,1.547500379,0.379893468,0.61,0.6,0.5228,0.624,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,kor,27.65,1.00504763,-1.867242516,-0.520375197,-0.478762571,1.096144517,1.124555426,-0.019902663,0.044797338,-0.540004619,-0.047497556,0.379893468,0.57,0.6,0.641,0.6737,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,lit,28.53,-0.273567447,0.687233702,-0.283097548,-0.497750665,-0.023180672,1.124555426,-0.804022307,0.374174431,-0.540004619,0.401357448,0.379893468,0.61,0.6,0.641,0.6506,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,ces,28.05,0.667162842,-0.225465056,0.005389467,-0.436744618,0.610176132,1.124555426,-0.360337562,-0.23837837,-0.540004619,-0.642069965,0.379893468,0.66,0.7,0.0002,0.6784,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,epo,28.55,-0.506569759,0.773452731,-0.999289418,-0.643640711,-1.331144239,1.124555426,-1.720288587,0.623872903,-0.540004619,0.670258882,0.379893468,0.74,0.9,0.0002,0,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,fin,28.29,0.181424831,0.419010137,-0.514192632,-0.562007747,-0.409202916,1.124555426,-1.074442046,0.842716668,-0.540004619,0.877845157,0.379893468,0.57,0.6,0.5687,0.6506,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,sqi,28.15,0.431825151,0.165815551,-0.090753848,-0.458310824,0.01926705,1.124555426,-0.774286451,-0.288515038,-0.540004619,-0.796258103,0.379893468,0,0,0.0002,0,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,vie,27.89,0.835801871,-0.719407983,0.509614651,-0.243394667,0.970401295,1.124555426,-0.107989424,-2.770236131,-0.540004619,0.219656974,0.379893468,0.66,0.6,0.5456,0.6153,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,fra,27.83,0.911481039,-1.080748296,0.297175402,-0.279099916,1.048954569,1.124555426,-0.052960585,-1.52133129,-0.540004619,-0.109075051,0.379893468,0.57,0.6,0.5456,0.6025,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,est,28.44,-0.080725848,0.593920491,-0.679872718,-0.58768892,-0.981730049,1.124555426,-1.475513848,0.794394984,-0.540004619,0.833741293,0.379893468,0.66,0.8,0.0002,0,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,mkd,28.57,-0.596389606,0.800795532,-0.492787481,-0.546034677,-0.377584042,1.124555426,-1.05229211,0.015923231,-0.540004619,-0.095395219,0.379893468,0.73,0.7,0.0002,0.6737,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,bos,28.78,-3.384825197,1.064745376,-0.953667113,-0.810512178,-1.431925799,1.124555426,-1.790888983,0.828148313,-0.540004619,0.864640471,0.379893468,0.7,0.8,0.0002,0,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,swe,28.39,0.031582708,0.527155864,-0.060943542,-0.416013935,0.18873533,1.124555426,-0.655569024,-0.540048548,-0.540004619,-7.472112944,0.379893468,0.64,0.6,0.0002,0.6153,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,pol,27.86,0.861599536,-0.827553709,0.135378349,-0.341897873,0.988111889,1.124555426,-0.095582641,-0.311829582,-0.540004619,-0.877652731,0.379893468,0.6,0.6,0.6162,0.6597,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,fas,27.77,0.959239269,-1.40717289,1.209785856,1.857332482,0.878612704,1.124555426,-0.172289985,-1.419293253,-0.540004619,-0.165973031,0.379893468,0,0,0.0002,0,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,kur,28.29,0.181424831,0.419010137,-0.625303059,0.175104443,-1.001538166,1.124555426,-1.489390007,0.542481711,-0.540004619,0.587091716,0.379893468,0.77,0.9,0.0002,0,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,hun,27.93,0.809397146,-0.620678669,-0.120333077,-0.371160169,0.860933118,1.124555426,-0.184675046,0.029422793,-0.540004619,-0.072761913,0.379893468,0.55,0.6,0.5922,0.6461,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,slv,28.4,-0.023167127,0.561029165,-0.407423868,-0.630762006,-0.549974714,1.124555426,-1.173056759,0.40851892,-0.540004619,0.44099853,0.379893468,0.64,0.7,0.0002,0.669,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,ron,28.06,0.604805187,-0.099260518,0.257802349,-0.292248583,1.004538419,1.124555426,-0.084075382,-0.978356422,-0.540004619,-0.576302109,0.379893468,0.61,0.6,0.641,0.6552,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,rus,28.15,0.431825151,0.165815551,-0.026314145,-0.223332469,1.105723685,1.124555426,-0.013192179,-0.55980518,-0.540004619,-2.817195872,0.379893468,0.57,0.6,0.6162,0.688,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,srp,27.49,1.049059116,-2.653736737,-0.100590883,-0.54655922,0.809772062,1.124555426,-0.220514844,-0.30066833,-0.540004619,-0.837788107,0.379893468,0.69,0.8,0.8278,0,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,tam,28.1,0.572276851,-0.041059489,-1.05851994,-0.697320012,-1.36556922,1.124555426,-1.744404281,1.106301304,-0.540004619,1.105013423,0.379893468,0.66,0.7,0.0002,0.6196,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,kaz,28.39,0.031582708,0.527155864,-1.413403809,-0.933600355,-1.808511212,1.124555426,-2.054697948,1.281133772,-0.540004619,1.245786132,0.379893468,0.87,0.9,0.879,0,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,mar,28.59,-0.919211765,0.879079764,-1.762545398,-1.179918645,-1.043195673,1.124555426,-1.518572295,0.56077556,-0.540004619,0.60611689,0.379893468,0.67,0.7,0.0002,0.6284,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,ukr,28.13,0.538777377,0.014301311,-0.079362061,-0.267610816,0.646114525,1.124555426,-0.335161678,-0.243917665,-0.540004619,-0.657928612,0.379893468,0.61,0.7,0.0002,0.6737,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,tha,28.14,0.50424699,0.067086238,-0.342168187,-0.431353272,0.574971125,1.124555426,-0.384999686,2.100873872,-0.540004619,1.842443357,0.379893468,0.63,0.6,0.5687,0.6372,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,bel,28.54,-0.345989286,0.716707342,-1.199576848,-0.852610473,-1.59243234,1.124555426,-1.903328454,1.006443074,-0.540004619,1.021344218,0.379893468,0.74,0.9,0.0002,0,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,tur,27.52,1.027269129,-2.193667111,0.003581724,-0.347091238,1.01201059,1.124555426,-0.07884091,-0.151025565,-0.540004619,-0.420779891,0.379893468,0.55,0.6,0.5922,0.6196,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,aze,28.6,-1.051381885,0.904018598,-1.001465144,-0.763125897,-1.397728994,1.124555426,-1.766933133,0.989438639,-0.540004619,1.0068265,0.379893468,0,0,0.0002,0,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,deu,28,0.75464731,-0.445768315,0.209112786,-0.330269773,0.954329888,1.124555426,-0.119247909,-0.932472706,-0.540004619,-0.647651784,0.379893468,0.58,0.6,0.5456,0.6153,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,bul,28,0.75464731,-0.445768315,0.035747477,-0.114254813,0.980351968,1.124555426,-0.10101869,-0.835660417,-0.540004619,-0.836039115,0.379893468,0.61,0.6,0.6162,0.6416,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,nob,28.55,-0.506569759,0.773452731,-0.428682587,-0.49520867,-0.708792433,1.124555426,-1.28431316,-0.097000007,-0.540004619,-0.304549763,0.379893468,0.67,0.6,0.5922,0.5898,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,kat,28.7,-2.607010759,1.043131936,-0.882610164,-0.751823732,-0.836818044,1.124555426,-1.373998801,0.848144114,-0.540004619,0.882744826,0.379893468,0.55,0.6,0.5687,0.6832,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,dan,28.62,-1.374204044,0.952309772,-0.023765447,-0.392468745,0.02579657,1.124555426,-0.769712334,-0.571441058,-0.540004619,-2.468097776,0.379893468,0.66,0.8,0.0002,0,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,hye,28.58,-0.694029339,0.827494912,-0.73177376,-0.611878296,-0.497700447,1.124555426,-1.136437124,0.273383585,-0.540004619,0.278734201,0.379893468,0.54,0.6,0.6162,0.6737,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,cmn,27.66,0.982377182,-1.61404793,-1.124385539,-0.93090864,1.076061427,1.124555426,-0.033971448,2.356880884,-0.540004619,2.015338683,0.379893468,0.57,0.6,0.5687,0.624,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,ind,28.26,0.271244678,0.340725905,0.206158919,-0.333754741,0.493993696,1.124555426,-0.441726716,-1.190889624,-0.540004619,-0.33385416,0.379893468,0.62,0.6,0.5687,0.669,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,glg,28.59,-0.919211765,0.879079764,-0.59191949,-0.553408141,-1.030648256,1.124555426,-1.509782466,0.280287633,-0.540004619,0.287464797,0.379893468,0.72,0.7,0.0002,0.6552,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,por,28.01,0.726236957,-0.367484083,0.298154534,-0.330269773,1.020769353,1.124555426,-0.072705144,-1.30339218,-0.540004619,-0.242809275,0.379893468,0.61,0.6,0.0002,0.6328,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,urd,28.64,-1.578796002,0.975705886,0.114261998,1.659457681,-1.394069169,1.124555426,-1.764369319,-0.47986175,-0.540004619,-1.94584456,0.379893468,0.69,0.7,0.0002,0.6025,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
eng,ara,ita,27.79,0.935614206,-1.232262536,0.298088517,-0.302339788,1.092242318,1.124555426,-0.022636266,-1.209251027,-0.540004619,-0.317656412,0.379893468,0.61,0.7,0.0002,0.6737,1,0.695790216,-0.181323107,0.117502126,0.679612942,1.088999942,1.764812862
